,county,todays_date,hospitalized_covid_confirmed_patients,hospitalized_suspected_covid_patients,hospitalized_covid_patients,all_hospital_beds,icu_covid_confirmed_patients,icu_suspected_covid_patients,icu_available_beds
0,Lake,2020-03-29,0.0,1.0,,,0.0,1.0,2.0
1,Sonoma,2020-03-29,7.0,20.0,,,2.0,5.0,12.0
2,Shasta,2020-03-29,0.0,0.0,,,0.0,0.0,
3,San Mateo,2020-03-29,46.0,27.0,,,16.0,10.0,28.0
4,Yolo,2020-03-29,2.0,3.0,,,1.0,1.0,0.0
5,Contra Costa,2020-03-29,23.0,62.0,,,8.0,15.0,62.0
6,Marin,2020-03-29,7.0,13.0,,,2.0,6.0,11.0
7,San Diego,2020-03-29,121.0,211.0,,,77.0,39.0,205.0
8,Humboldt,2020-03-29,1.0,10.0,,,0.0,0.0,18.0
9,Amador,2020-03-29,1.0,0.0,,,0.0,0.0,2.0
10,Butte,2020-03-29,,,,,,,
11,Modoc,2020-03-29,0.0,0.0,,,0.0,0.0,
12,Monterey,2020-03-29,2.0,16.0,,,1.0,2.0,10.0
13,Madera,2020-03-29,1.0,6.0,,,1.0,1.0,8.0
14,Trinity,2020-03-29,0.0,0.0,,,0.0,0.0,
15,Kern,2020-03-29,16.0,57.0,,,8.0,8.0,39.0
16,Tehama,2020-03-29,0.0,0.0,,,0.0,0.0,2.0
17,Los Angeles,2020-03-29,489.0,1132.0,,,191.0,182.0,345.0
18,Placer,2020-03-29,18.0,14.0,,,4.0,1.0,10.0
19,Ventura,2020-03-29,24.0,85.0,,,5.0,19.0,14.0
20,Tuolumne,2020-03-29,1.0,5.0,,,0.0,0.0,0.0
21,Tulare,2020-03-29,6.0,13.0,,,5.0,3.0,7.0
22,Nevada,2020-03-29,23.0,,,,1.0,0.0,3.0
23,Alameda,2020-03-29,36.0,91.0,,,20.0,16.0,119.0
24,Santa Clara,2020-03-29,141.0,72.0,,,65.0,15.0,70.0
25,Siskiyou,2020-03-29,0.0,0.0,,,0.0,0.0,2.0
26,Glenn,2020-03-29,,,,,,,
27,Orange,2020-03-29,74.0,167.0,,,31.0,40.0,131.0
28,San Joaquin,2020-03-29,34.0,35.0,,,5.0,2.0,7.0
29,Santa Barbara,2020-03-29,15.0,21.0,,,9.0,3.0,47.0
30,Calaveras,2020-03-29,,,,,,,
31,San Francisco,2020-03-29,50.0,73.0,,,24.0,10.0,61.0
32,Inyo,2020-03-29,,,,,,,
33,Kings,2020-03-29,2.0,5.0,,,1.0,0.0,2.0
34,Mendocino,2020-03-29,1.0,11.0,,,0.0,0.0,1.0
35,Napa,2020-03-29,0.0,26.0,,,,,5.0
36,Riverside,2020-03-29,44.0,78.0,,,13.0,20.0,46.0
37,Plumas,2020-03-29,0.0,1.0,,,0.0,1.0,
38,Colusa,2020-03-29,,,,,,,
39,San Bernardino,2020-03-29,33.0,123.0,,,19.0,20.0,65.0
40,Santa Cruz,2020-03-29,0.0,0.0,,,0.0,0.0,
41,Stanislaus,2020-03-29,20.0,48.0,,,9.0,8.0,25.0
42,El Dorado,2020-03-29,0.0,6.0,,,0.0,3.0,3.0
43,Mono,2020-03-29,0.0,1.0,,,0.0,0.0,2.0
44,Sutter,2020-03-29,0.0,0.0,,,0.0,0.0,
45,Sacramento,2020-03-29,36.0,27.0,,,12.0,18.0,50.0
46,Merced,2020-03-29,1.0,7.0,,,0.0,0.0,3.0
47,San Benito,2020-03-29,1.0,1.0,,,1.0,0.0,1.0
48,Del Norte,2020-03-29,1.0,2.0,,,0.0,0.0,3.0
49,Yuba,2020-03-29,2.0,12.0,,,2.0,4.0,2.0
50,Fresno,2020-03-29,8.0,116.0,,,3.0,14.0,22.0
51,Lassen,2020-03-29,0.0,2.0,,,0.0,0.0,
52,San Luis Obispo,2020-03-29,7.0,12.0,,,3.0,4.0,948.0
53,Solano,2020-03-29,7.0,27.0,,,4.0,1.0,28.0
54,Imperial,2020-03-29,5.0,100.0,,,1.0,2.0,2.0
55,Amador,2020-03-30,0.0,1.0,,,0.0,0.0,4.0
56,Sonoma,2020-03-30,7.0,22.0,,,3.0,4.0,29.0
57,Solano,2020-03-30,15.0,16.0,,,6.0,0.0,47.0
58,Imperial,2020-03-30,19.0,109.0,,,3.0,3.0,4.0
59,Butte,2020-03-30,4.0,12.0,,,2.0,1.0,5.0
60,San Mateo,2020-03-30,56.0,40.0,,,18.0,11.0,47.0
61,Placer,2020-03-30,19.0,19.0,,,5.0,1.0,29.0
62,Marin,2020-03-30,10.0,9.0,,,4.0,2.0,16.0
63,Inyo,2020-03-30,,,,,,,
64,Los Angeles,2020-03-30,601.0,1277.0,,,245.0,244.0,456.0
65,Sutter,2020-03-30,0.0,0.0,,,0.0,0.0,
66,Santa Barbara,2020-03-30,19.0,25.0,,,11.0,7.0,48.0
67,Plumas,2020-03-30,0.0,1.0,,,0.0,0.0,
68,Tulare,2020-03-30,5.0,21.0,,,4.0,6.0,7.0
69,Mendocino,2020-03-30,2.0,11.0,,,0.0,1.0,8.0
70,Kern,2020-03-30,18.0,123.0,,,6.0,8.0,51.0
71,Madera,2020-03-30,1.0,5.0,,,1.0,3.0,4.0
72,Shasta,2020-03-30,1.0,4.0,,,0.0,0.0,13.0
73,Kings,2020-03-30,2.0,12.0,,,1.0,2.0,0.0
74,Mono,2020-03-30,0.0,1.0,,,0.0,0.0,2.0
75,Riverside,2020-03-30,60.0,133.0,,,22.0,33.0,77.0
76,San Francisco,2020-03-30,58.0,92.0,,,18.0,7.0,90.0
77,Orange,2020-03-30,98.0,251.0,,,42.0,58.0,131.0
78,Tuolumne,2020-03-30,1.0,2.0,,,0.0,0.0,3.0
79,Trinity,2020-03-30,0.0,0.0,,,0.0,0.0,
80,Humboldt,2020-03-30,1.0,8.0,,,0.0,0.0,10.0
81,Nevada,2020-03-30,26.0,17.0,,,2.0,5.0,3.0
82,El Dorado,2020-03-30,0.0,9.0,,,0.0,6.0,9.0
83,Lake,2020-03-30,0.0,1.0,,,0.0,1.0,3.0
84,Yuba,2020-03-30,3.0,17.0,,,2.0,4.0,10.0
85,Modoc,2020-03-30,0.0,31.0,,,0.0,0.0,
86,San Luis Obispo,2020-03-30,5.0,11.0,,,3.0,4.0,957.0
87,Santa Clara,2020-03-30,153.0,93.0,,,74.0,23.0,103.0
