,county,todays_date,hospitalized_covid_confirmed_patients,hospitalized_suspected_covid_patients,hospitalized_covid_patients,all_hospital_beds,icu_covid_confirmed_patients,icu_suspected_covid_patients,icu_available_beds
0,Mendocino,2020-03-29,1.0,11.0,,,0.0,0.0,1.0
1,Yolo,2020-03-29,2.0,3.0,,,1.0,1.0,0.0
2,Contra Costa,2020-03-29,23.0,62.0,,,8.0,15.0,62.0
3,Marin,2020-03-29,7.0,13.0,,,2.0,6.0,11.0
4,San Diego,2020-03-29,121.0,211.0,,,77.0,39.0,205.0
5,Humboldt,2020-03-29,1.0,10.0,,,0.0,0.0,18.0
6,Amador,2020-03-29,1.0,0.0,,,0.0,0.0,2.0
7,Butte,2020-03-29,,,,,,,
8,Modoc,2020-03-29,0.0,0.0,,,0.0,0.0,
9,Monterey,2020-03-29,2.0,16.0,,,1.0,2.0,10.0
10,Madera,2020-03-29,1.0,6.0,,,1.0,1.0,8.0
11,San Benito,2020-03-29,1.0,1.0,,,1.0,0.0,1.0
12,Trinity,2020-03-29,0.0,0.0,,,0.0,0.0,
13,Kings,2020-03-29,2.0,5.0,,,1.0,0.0,2.0
14,San Mateo,2020-03-29,46.0,27.0,,,16.0,10.0,28.0
15,Tehama,2020-03-29,0.0,0.0,,,0.0,0.0,2.0
16,Shasta,2020-03-29,0.0,0.0,,,0.0,0.0,
17,Napa,2020-03-29,0.0,26.0,,,,,5.0
18,Riverside,2020-03-29,44.0,78.0,,,13.0,20.0,46.0
19,Stanislaus,2020-03-29,20.0,48.0,,,9.0,8.0,25.0
20,Colusa,2020-03-29,,,,,,,
21,San Bernardino,2020-03-29,33.0,123.0,,,19.0,20.0,65.0
22,Mono,2020-03-29,0.0,1.0,,,0.0,0.0,2.0
23,El Dorado,2020-03-29,0.0,6.0,,,0.0,3.0,3.0
24,Inyo,2020-03-29,,,,,,,
25,Santa Cruz,2020-03-29,0.0,0.0,,,0.0,0.0,
26,Sacramento,2020-03-29,36.0,27.0,,,12.0,18.0,50.0
27,Merced,2020-03-29,1.0,7.0,,,0.0,0.0,3.0
28,Fresno,2020-03-29,8.0,116.0,,,3.0,14.0,22.0
29,Lassen,2020-03-29,0.0,2.0,,,0.0,0.0,
30,San Luis Obispo,2020-03-29,7.0,12.0,,,3.0,4.0,948.0
31,Lake,2020-03-29,0.0,1.0,,,0.0,1.0,2.0
32,Sutter,2020-03-29,0.0,0.0,,,0.0,0.0,
33,Calaveras,2020-03-29,,,,,,,
34,Siskiyou,2020-03-29,0.0,0.0,,,0.0,0.0,2.0
35,San Francisco,2020-03-29,50.0,73.0,,,24.0,10.0,61.0
36,Nevada,2020-03-29,23.0,,,,1.0,0.0,3.0
37,Santa Clara,2020-03-29,141.0,72.0,,,65.0,15.0,70.0
38,Placer,2020-03-29,18.0,14.0,,,4.0,1.0,10.0
39,Orange,2020-03-29,74.0,167.0,,,31.0,40.0,131.0
40,Sonoma,2020-03-29,7.0,20.0,,,2.0,5.0,12.0
41,Yuba,2020-03-29,2.0,12.0,,,2.0,4.0,2.0
42,Del Norte,2020-03-29,1.0,2.0,,,0.0,0.0,3.0
43,Alameda,2020-03-29,36.0,91.0,,,20.0,16.0,119.0
44,Imperial,2020-03-29,5.0,100.0,,,1.0,2.0,2.0
45,Los Angeles,2020-03-29,489.0,1132.0,,,191.0,182.0,345.0
46,San Joaquin,2020-03-29,34.0,35.0,,,5.0,2.0,7.0
47,Ventura,2020-03-29,24.0,85.0,,,5.0,19.0,14.0
48,Tuolumne,2020-03-29,1.0,5.0,,,0.0,0.0,0.0
49,Tulare,2020-03-29,6.0,13.0,,,5.0,3.0,7.0
50,Solano,2020-03-29,7.0,27.0,,,4.0,1.0,28.0
51,Glenn,2020-03-29,,,,,,,
52,Santa Barbara,2020-03-29,15.0,21.0,,,9.0,3.0,47.0
53,Plumas,2020-03-29,0.0,1.0,,,0.0,1.0,
54,Kern,2020-03-29,16.0,57.0,,,8.0,8.0,39.0
55,Mono,2020-03-30,0.0,1.0,,,0.0,0.0,2.0
56,Shasta,2020-03-30,1.0,4.0,,,0.0,0.0,13.0
57,Modoc,2020-03-30,0.0,31.0,,,0.0,0.0,
58,Inyo,2020-03-30,,,,,,,
59,Nevada,2020-03-30,26.0,17.0,,,2.0,5.0,3.0
60,Yolo,2020-03-30,2.0,2.0,,,1.0,2.0,0.0
61,Del Norte,2020-03-30,0.0,2.0,,,0.0,0.0,5.0
62,Tehama,2020-03-30,0.0,2.0,,,0.0,0.0,2.0
63,Merced,2020-03-30,1.0,9.0,,,0.0,2.0,11.0
64,Sacramento,2020-03-30,45.0,86.0,,,21.0,23.0,58.0
65,Alameda,2020-03-30,59.0,89.0,,,27.0,18.0,146.0
66,Sonoma,2020-03-30,7.0,22.0,,,3.0,4.0,29.0
67,Siskiyou,2020-03-30,0.0,0.0,,,0.0,0.0,3.0
68,Calaveras,2020-03-30,0.0,3.0,,,0.0,1.0,5.0
69,San Luis Obispo,2020-03-30,5.0,11.0,,,3.0,4.0,957.0
70,Glenn,2020-03-30,0.0,0.0,,,0.0,0.0,
71,Yuba,2020-03-30,3.0,17.0,,,2.0,4.0,10.0
72,Lake,2020-03-30,0.0,1.0,,,0.0,1.0,3.0
73,Fresno,2020-03-30,10.0,88.0,,,3.0,14.0,24.0
74,Ventura,2020-03-30,25.0,82.0,,,5.0,28.0,15.0
75,Napa,2020-03-30,3.0,8.0,,,1.0,0.0,9.0
76,San Benito,2020-03-30,1.0,1.0,,,1.0,0.0,1.0
77,San Diego,2020-03-30,146.0,446.0,,,72.0,23.0,228.0
78,San Bernardino,2020-03-30,67.0,179.0,,,27.0,33.0,66.0
79,Lassen,2020-03-30,0.0,4.0,,,0.0,0.0,
80,Stanislaus,2020-03-30,17.0,51.0,,,9.0,5.0,29.0
81,Santa Clara,2020-03-30,153.0,93.0,,,74.0,23.0,103.0
82,Colusa,2020-03-30,0.0,1.0,,,0.0,1.0,5.0
83,Monterey,2020-03-30,11.0,16.0,,,4.0,0.0,17.0
84,Contra Costa,2020-03-30,25.0,54.0,,,11.0,6.0,90.0
85,Santa Cruz,2020-03-30,0.0,2.0,,,0.0,0.0,4.0
86,Humboldt,2020-03-30,1.0,8.0,,,0.0,0.0,10.0
87,Orange,2020-03-30,98.0,251.0,,,42.0,58.0,131.0
88,Tuolumne,2020-03-30,1.0,2.0,,,0.0,0.0,3.0
89,San Joaquin,2020-03-30,28.0,30.0,,,8.0,4.0,53.0
90,Kings,2020-03-30,2.0,12.0,,,1.0,2.0,0.0
91,Los Angeles,2020-03-30,601.0,1277.0,,,245.0,244.0,456.0
92,Kern,2020-03-30,18.0,123.0,,,6.0,8.0,51.0
93,Tulare,2020-03-30,5.0,21.0,,,4.0,6.0,7.0
94,Mendocino,2020-03-30,2.0,11.0,,,0.0,1.0,8.0
95,Marin,2020-03-30,10.0,9.0,,,4.0,2.0,16.0
96,Placer,2020-03-30,19.0,19.0,,,5.0,1.0,29.0
97,San Mateo,2020-03-30,56.0,40.0,,,18.0,11.0,47.0
98,Santa Barbara,2020-03-30,19.0,25.0,,,11.0,7.0,48.0
99,Butte,2020-03-30,4.0,12.0,,,2.0,1.0,5.0
100,Imperial,2020-03-30,19.0,109.0,,,3.0,3.0,4.0
101,Solano,2020-03-30,15.0,16.0,,,6.0,0.0,47.0
102,Riverside,2020-03-30,60.0,133.0,,,22.0,33.0,77.0
103,Plumas,2020-03-30,0.0,1.0,,,0.0,0.0,
104,Amador,2020-03-30,0.0,1.0,,,0.0,0.0,4.0
105,Sutter,2020-03-30,0.0,0.0,,,0.0,0.0,
106,Trinity,2020-03-30,0.0,0.0,,,0.0,0.0,
107,Madera,2020-03-30,1.0,5.0,,,1.0,3.0,4.0
108,El Dorado,2020-03-30,0.0,9.0,,,0.0,6.0,9.0
109,San Francisco,2020-03-30,58.0,92.0,,,18.0,7.0,90.0
110,Trinity,2020-03-31,0.0,0.0,,,0.0,0.0,
111,Yolo,2020-03-31,3.0,2.0,,,2.0,2.0,1.0
112,San Bernardino,2020-03-31,82.0,231.0,,,33.0,48.0,63.0
113,Los Angeles,2020-03-31,713.0,1239.0,,,315.0,239.0,445.0
114,Riverside,2020-03-31,80.0,155.0,,,28.0,59.0,75.0
115,Lassen,2020-03-31,0.0,7.0,,,0.0,0.0,
116,Inyo,2020-03-31,,83.0,,,0.0,0.0,6.0
117,Imperial,2020-03-31,12.0,100.0,,,3.0,4.0,4.0
118,Madera,2020-03-31,1.0,3.0,,,1.0,0.0,5.0
119,Mono,2020-03-31,0.0,1.0,,,0.0,0.0,2.0
120,Modoc,2020-03-31,0.0,19.0,,,0.0,0.0,
121,San Mateo,2020-03-31,60.0,23.0,,,18.0,5.0,37.0
122,Amador,2020-03-31,0.0,0.0,,,0.0,0.0,4.0
123,Kings,2020-03-31,1.0,3.0,,,1.0,2.0,4.0
124,San Diego,2020-03-31,158.0,408.0,,,75.0,39.0,208.0
125,Placer,2020-03-31,18.0,27.0,,,6.0,0.0,28.0
126,Stanislaus,2020-03-31,20.0,31.0,,,9.0,1.0,34.0
127,Del Norte,2020-03-31,0.0,4.0,,,0.0,0.0,3.0
128,Sonoma,2020-03-31,8.0,18.0,,,3.0,3.0,21.0
129,Fresno,2020-03-31,30.0,274.0,,,4.0,19.0,23.0
130,Alameda,2020-03-31,56.0,94.0,,,27.0,17.0,77.0
131,Napa,2020-03-31,1.0,5.0,,,1.0,1.0,12.0
132,Contra Costa,2020-03-31,27.0,54.0,,,11.0,10.0,68.0
133,San Joaquin,2020-03-31,44.0,54.0,,,14.0,5.0,28.0
134,Sacramento,2020-03-31,53.0,110.0,,,20.0,31.0,66.0
135,Yuba,2020-03-31,2.0,21.0,,,2.0,4.0,6.0
136,Kern,2020-03-31,14.0,63.0,,,6.0,6.0,46.0
137,Lake,2020-03-31,0.0,4.0,,,0.0,2.0,3.0
138,Ventura,2020-03-31,21.0,90.0,,,5.0,24.0,12.0
139,Tuolumne,2020-03-31,0.0,37.0,,,0.0,0.0,4.0
140,San Luis Obispo,2020-03-31,7.0,15.0,,,3.0,6.0,955.0
141,Calaveras,2020-03-31,0.0,1.0,,,0.0,0.0,4.0
142,Merced,2020-03-31,3.0,11.0,,,0.0,2.0,10.0
143,Siskiyou,2020-03-31,0.0,0.0,,,0.0,0.0,4.0
144,Shasta,2020-03-31,1.0,5.0,,,1.0,0.0,4.0
145,Tehama,2020-03-31,0.0,2.0,,,0.0,0.0,4.0
146,Plumas,2020-03-31,0.0,0.0,,,0.0,0.0,
147,San Benito,2020-03-31,1.0,0.0,,,1.0,0.0,1.0
148,San Francisco,2020-03-31,67.0,69.0,,,30.0,14.0,77.0
149,Glenn,2020-03-31,0.0,0.0,,,0.0,0.0,
150,Santa Clara,2020-03-31,155.0,98.0,,,73.0,17.0,92.0
151,Nevada,2020-03-31,36.0,40.0,,,2.0,1.0,6.0
152,Butte,2020-03-31,4.0,20.0,,,2.0,3.0,2.0
153,Humboldt,2020-03-31,1.0,11.0,,,0.0,4.0,8.0
154,Marin,2020-03-31,9.0,14.0,,,4.0,2.0,15.0
155,Solano,2020-03-31,15.0,15.0,,,6.0,5.0,42.0
156,Colusa,2020-03-31,0.0,1.0,,,0.0,1.0,5.0
157,Santa Barbara,2020-03-31,19.0,29.0,,,14.0,7.0,48.0
158,Santa Cruz,2020-03-31,1.0,10.0,,,1.0,2.0,7.0
159,El Dorado,2020-03-31,10.0,9.0,,,0.0,6.0,12.0
160,Orange,2020-03-31,105.0,233.0,,,45.0,44.0,131.0
161,Monterey,2020-03-31,11.0,15.0,,,4.0,2.0,17.0
162,Sutter,2020-03-31,0.0,0.0,,,0.0,0.0,
163,Tulare,2020-03-31,6.0,14.0,,,4.0,5.0,9.0
164,Mendocino,2020-03-31,0.0,1.0,,,0.0,0.0,7.0
165,Lake,2020-04-01,0.0,2.0,,,0.0,0.0,2.0
166,Humboldt,2020-04-01,1.0,9.0,,,0.0,3.0,7.0
167,San Bernardino,2020-04-01,95.0,196.0,,,39.0,52.0,34.0
168,Butte,2020-04-01,5.0,33.0,,,2.0,4.0,9.0
169,Mendocino,2020-04-01,0.0,2.0,,,0.0,0.0,8.0
170,Kern,2020-04-01,15.0,45.0,,,7.0,9.0,32.0
171,Yolo,2020-04-01,3.0,3.0,,,1.0,1.0,2.0
172,Stanislaus,2020-04-01,25.0,39.0,,,10.0,6.0,31.0
173,Tulare,2020-04-01,4.0,12.0,,,3.0,4.0,9.0
174,Riverside,2020-04-01,85.0,182.0,,,29.0,47.0,76.0
175,Plumas,2020-04-01,0.0,0.0,,,0.0,0.0,
176,Fresno,2020-04-01,19.0,101.0,,,5.0,13.0,53.0
177,Yuba,2020-04-01,2.0,24.0,,,2.0,4.0,6.0
178,Imperial,2020-04-01,4.0,15.0,,,3.0,4.0,7.0
179,Los Angeles,2020-04-01,739.0,1332.0,,,335.0,220.0,492.0
180,Napa,2020-04-01,2.0,2.0,,,0.0,1.0,9.0
181,Merced,2020-04-01,3.0,15.0,,,0.0,3.0,9.0
182,Tehama,2020-04-01,0.0,1.0,,,0.0,1.0,4.0
183,Modoc,2020-04-01,0.0,1.0,,,0.0,0.0,
184,San Diego,2020-04-01,168.0,340.0,,,71.0,32.0,215.0
185,Placer,2020-04-01,25.0,28.0,,,6.0,2.0,7.0
186,San Luis Obispo,2020-04-01,8.0,10.0,,,5.0,6.0,968.0
187,Contra Costa,2020-04-01,31.0,42.0,,,12.0,12.0,61.0
188,San Francisco,2020-04-01,67.0,66.0,,,30.0,8.0,64.0
189,El Dorado,2020-04-01,14.0,8.0,,,1.0,3.0,9.0
190,Lassen,2020-04-01,0.0,7.0,,,0.0,0.0,
191,Orange,2020-04-01,117.0,221.0,,,50.0,48.0,118.0
192,Sacramento,2020-04-01,53.0,138.0,,,20.0,33.0,74.0
193,Siskiyou,2020-04-01,0.0,5.0,,,0.0,2.0,3.0
194,Solano,2020-04-01,14.0,18.0,,,5.0,2.0,31.0
195,Madera,2020-04-01,1.0,3.0,,,1.0,0.0,4.0
196,Inyo,2020-04-01,7.0,89.0,,,0.0,0.0,6.0
197,San Mateo,2020-04-01,57.0,35.0,,,19.0,9.0,36.0
198,Mariposa,2020-04-01,0.0,0.0,,,0.0,0.0,
199,Alameda,2020-04-01,52.0,76.0,,,27.0,15.0,106.0
200,Sonoma,2020-04-01,5.0,18.0,,,1.0,2.0,22.0
201,San Benito,2020-04-01,2.0,0.0,,,2.0,0.0,0.0
202,Amador,2020-04-01,0.0,3.0,,,0.0,0.0,2.0
203,Trinity,2020-04-01,0.0,0.0,,,0.0,0.0,
204,Glenn,2020-04-01,,,,,,,
205,Santa Barbara,2020-04-01,23.0,23.0,,,15.0,6.0,51.0
206,Santa Clara,2020-04-01,160.0,85.0,,,77.0,15.0,91.0
207,Sutter,2020-04-01,0.0,0.0,,,0.0,0.0,
208,Calaveras,2020-04-01,0.0,1.0,,,0.0,0.0,5.0
209,Shasta,2020-04-01,1.0,4.0,,,0.0,1.0,13.0
210,Nevada,2020-04-01,36.0,54.0,,,0.0,4.0,3.0
211,Mono,2020-04-01,0.0,0.0,,,0.0,0.0,2.0
212,Del Norte,2020-04-01,0.0,5.0,,,0.0,0.0,3.0
213,Santa Cruz,2020-04-01,2.0,12.0,,,2.0,2.0,3.0
214,Kings,2020-04-01,2.0,6.0,,,1.0,2.0,1.0
215,San Joaquin,2020-04-01,25.0,35.0,,,16.0,11.0,21.0
216,Marin,2020-04-01,9.0,19.0,,,4.0,2.0,14.0
217,Ventura,2020-04-01,22.0,96.0,,,5.0,23.0,27.0
218,Tuolumne,2020-04-01,0.0,0.0,,,0.0,0.0,2.0
219,Colusa,2020-04-01,0.0,1.0,,,0.0,1.0,5.0
220,Monterey,2020-04-01,13.0,16.0,,,4.0,4.0,15.0
221,Marin,2020-04-02,7.0,16.0,,,3.0,1.0,16.0
222,El Dorado,2020-04-02,15.0,12.0,,,0.0,6.0,10.0
223,Contra Costa,2020-04-02,32.0,38.0,,,13.0,10.0,73.0
224,Riverside,2020-04-02,136.0,181.0,,,45.0,49.0,104.0
225,Mendocino,2020-04-02,0.0,1.0,,,0.0,0.0,8.0
226,Nevada,2020-04-02,38.0,58.0,,,2.0,1.0,6.0
227,Santa Clara,2020-04-02,163.0,101.0,,,69.0,19.0,95.0
228,San Joaquin,2020-04-02,42.0,42.0,,,20.0,7.0,17.0
229,San Luis Obispo,2020-04-02,5.0,5.0,,,4.0,4.0,966.0
230,Glenn,2020-04-02,0.0,0.0,,,0.0,0.0,
