,county,todays_date,hospitalized_covid_confirmed_patients,hospitalized_suspected_covid_patients,hospitalized_covid_patients,all_hospital_beds,icu_covid_confirmed_patients,icu_suspected_covid_patients,icu_available_beds
0,Santa Clara,2020-03-29,141.0,72.0,,,65.0,15.0,70.0
1,Sonoma,2020-03-29,7.0,20.0,,,2.0,5.0,12.0
2,Santa Barbara,2020-03-29,15.0,21.0,,,9.0,3.0,47.0
3,Calaveras,2020-03-29,,,,,,,
4,Siskiyou,2020-03-29,0.0,0.0,,,0.0,0.0,2.0
5,San Bernardino,2020-03-29,33.0,123.0,,,19.0,20.0,65.0
6,San Luis Obispo,2020-03-29,7.0,12.0,,,3.0,4.0,948.0
7,Lassen,2020-03-29,0.0,2.0,,,0.0,0.0,
8,Colusa,2020-03-29,,,,,,,
9,Stanislaus,2020-03-29,20.0,48.0,,,9.0,8.0,25.0
10,Riverside,2020-03-29,44.0,78.0,,,13.0,20.0,46.0
11,Napa,2020-03-29,0.0,26.0,,,,,5.0
12,Fresno,2020-03-29,8.0,116.0,,,3.0,14.0,22.0
13,Mendocino,2020-03-29,1.0,11.0,,,0.0,0.0,1.0
14,San Francisco,2020-03-29,50.0,73.0,,,24.0,10.0,61.0
15,Nevada,2020-03-29,23.0,,,,1.0,0.0,3.0
16,Imperial,2020-03-29,5.0,100.0,,,1.0,2.0,2.0
17,Tulare,2020-03-29,6.0,13.0,,,5.0,3.0,7.0
18,Tuolumne,2020-03-29,1.0,5.0,,,0.0,0.0,0.0
19,Ventura,2020-03-29,24.0,85.0,,,5.0,19.0,14.0
20,San Joaquin,2020-03-29,34.0,35.0,,,5.0,2.0,7.0
21,Los Angeles,2020-03-29,489.0,1132.0,,,191.0,182.0,345.0
22,Lake,2020-03-29,0.0,1.0,,,0.0,1.0,2.0
23,Kern,2020-03-29,16.0,57.0,,,8.0,8.0,39.0
24,Yuba,2020-03-29,2.0,12.0,,,2.0,4.0,2.0
25,Placer,2020-03-29,18.0,14.0,,,4.0,1.0,10.0
26,Del Norte,2020-03-29,1.0,2.0,,,0.0,0.0,3.0
27,Sutter,2020-03-29,0.0,0.0,,,0.0,0.0,
28,Mono,2020-03-29,0.0,1.0,,,0.0,0.0,2.0
29,El Dorado,2020-03-29,0.0,6.0,,,0.0,3.0,3.0
30,Orange,2020-03-29,74.0,167.0,,,31.0,40.0,131.0
31,Inyo,2020-03-29,,,,,,,
32,Sacramento,2020-03-29,36.0,27.0,,,12.0,18.0,50.0
33,Merced,2020-03-29,1.0,7.0,,,0.0,0.0,3.0
34,Shasta,2020-03-29,0.0,0.0,,,0.0,0.0,
35,San Mateo,2020-03-29,46.0,27.0,,,16.0,10.0,28.0
36,Tehama,2020-03-29,0.0,0.0,,,0.0,0.0,2.0
37,Yolo,2020-03-29,2.0,3.0,,,1.0,1.0,0.0
38,Kings,2020-03-29,2.0,5.0,,,1.0,0.0,2.0
39,Contra Costa,2020-03-29,23.0,62.0,,,8.0,15.0,62.0
40,Marin,2020-03-29,7.0,13.0,,,2.0,6.0,11.0
41,Solano,2020-03-29,7.0,27.0,,,4.0,1.0,28.0
42,San Diego,2020-03-29,121.0,211.0,,,77.0,39.0,205.0
43,Humboldt,2020-03-29,1.0,10.0,,,0.0,0.0,18.0
44,Amador,2020-03-29,1.0,0.0,,,0.0,0.0,2.0
45,Butte,2020-03-29,,,,,,,
46,Modoc,2020-03-29,0.0,0.0,,,0.0,0.0,
47,Glenn,2020-03-29,,,,,,,
48,Plumas,2020-03-29,0.0,1.0,,,0.0,1.0,
49,Alameda,2020-03-29,36.0,91.0,,,20.0,16.0,119.0
50,Trinity,2020-03-29,0.0,0.0,,,0.0,0.0,
51,Madera,2020-03-29,1.0,6.0,,,1.0,1.0,8.0
52,San Benito,2020-03-29,1.0,1.0,,,1.0,0.0,1.0
53,Monterey,2020-03-29,2.0,16.0,,,1.0,2.0,10.0
54,Santa Cruz,2020-03-29,0.0,0.0,,,0.0,0.0,
55,Solano,2020-03-30,15.0,16.0,,,6.0,0.0,47.0
56,Riverside,2020-03-30,60.0,133.0,,,22.0,33.0,77.0
57,Modoc,2020-03-30,0.0,31.0,,,0.0,0.0,
58,Calaveras,2020-03-30,0.0,3.0,,,0.0,1.0,5.0
59,Sacramento,2020-03-30,45.0,86.0,,,21.0,23.0,58.0
60,San Benito,2020-03-30,1.0,1.0,,,1.0,0.0,1.0
61,Glenn,2020-03-30,0.0,0.0,,,0.0,0.0,
62,Siskiyou,2020-03-30,0.0,0.0,,,0.0,0.0,3.0
63,Santa Cruz,2020-03-30,0.0,2.0,,,0.0,0.0,4.0
64,Monterey,2020-03-30,11.0,16.0,,,4.0,0.0,17.0
65,Colusa,2020-03-30,0.0,1.0,,,0.0,1.0,5.0
66,Contra Costa,2020-03-30,25.0,54.0,,,11.0,6.0,90.0
67,Santa Clara,2020-03-30,153.0,93.0,,,74.0,23.0,103.0
68,Stanislaus,2020-03-30,17.0,51.0,,,9.0,5.0,29.0
69,Lassen,2020-03-30,0.0,4.0,,,0.0,0.0,
70,San Bernardino,2020-03-30,67.0,179.0,,,27.0,33.0,66.0
71,Merced,2020-03-30,1.0,9.0,,,0.0,2.0,11.0
72,Mendocino,2020-03-30,2.0,11.0,,,0.0,1.0,8.0
73,Yuba,2020-03-30,3.0,17.0,,,2.0,4.0,10.0
74,Inyo,2020-03-30,,,,,,,
75,Amador,2020-03-30,0.0,1.0,,,0.0,0.0,4.0
76,Sutter,2020-03-30,0.0,0.0,,,0.0,0.0,
77,Trinity,2020-03-30,0.0,0.0,,,0.0,0.0,
78,Tehama,2020-03-30,0.0,2.0,,,0.0,0.0,2.0
79,Del Norte,2020-03-30,0.0,2.0,,,0.0,0.0,5.0
80,Yolo,2020-03-30,2.0,2.0,,,1.0,2.0,0.0
81,Lake,2020-03-30,0.0,1.0,,,0.0,1.0,3.0
82,Kern,2020-03-30,18.0,123.0,,,6.0,8.0,51.0
83,Los Angeles,2020-03-30,601.0,1277.0,,,245.0,244.0,456.0
84,Kings,2020-03-30,2.0,12.0,,,1.0,2.0,0.0
85,Nevada,2020-03-30,26.0,17.0,,,2.0,5.0,3.0
86,San Joaquin,2020-03-30,28.0,30.0,,,8.0,4.0,53.0
87,Fresno,2020-03-30,10.0,88.0,,,3.0,14.0,24.0
88,Ventura,2020-03-30,25.0,82.0,,,5.0,28.0,15.0
89,Napa,2020-03-30,3.0,8.0,,,1.0,0.0,9.0
90,Alameda,2020-03-30,59.0,89.0,,,27.0,18.0,146.0
91,Sonoma,2020-03-30,7.0,22.0,,,3.0,4.0,29.0
92,El Dorado,2020-03-30,0.0,9.0,,,0.0,6.0,9.0
93,Tuolumne,2020-03-30,1.0,2.0,,,0.0,0.0,3.0
94,Tulare,2020-03-30,5.0,21.0,,,4.0,6.0,7.0
95,Orange,2020-03-30,98.0,251.0,,,42.0,58.0,131.0
96,San Luis Obispo,2020-03-30,5.0,11.0,,,3.0,4.0,957.0
97,Imperial,2020-03-30,19.0,109.0,,,3.0,3.0,4.0
98,Placer,2020-03-30,19.0,19.0,,,5.0,1.0,29.0
99,Marin,2020-03-30,10.0,9.0,,,4.0,2.0,16.0
100,Madera,2020-03-30,1.0,5.0,,,1.0,3.0,4.0
101,Mono,2020-03-30,0.0,1.0,,,0.0,0.0,2.0
102,Shasta,2020-03-30,1.0,4.0,,,0.0,0.0,13.0
