,county,todays_date,hospitalized_covid_confirmed_patients,hospitalized_suspected_covid_patients,hospitalized_covid_patients,all_hospital_beds,icu_covid_confirmed_patients,icu_suspected_covid_patients,icu_available_beds
0,Tuolumne,2020-03-29,1.0,5.0,,,0.0,0.0,0.0
1,Siskiyou,2020-03-29,0.0,0.0,,,0.0,0.0,2.0
2,Calaveras,2020-03-29,,,,,,,
3,Stanislaus,2020-03-29,20.0,48.0,,,9.0,8.0,25.0
4,Riverside,2020-03-29,44.0,78.0,,,13.0,20.0,46.0
5,Napa,2020-03-29,0.0,26.0,,,,,5.0
6,Fresno,2020-03-29,8.0,116.0,,,3.0,14.0,22.0
7,Mendocino,2020-03-29,1.0,11.0,,,0.0,0.0,1.0
8,Santa Barbara,2020-03-29,15.0,21.0,,,9.0,3.0,47.0
9,Sonoma,2020-03-29,7.0,20.0,,,2.0,5.0,12.0
10,Glenn,2020-03-29,,,,,,,
11,Orange,2020-03-29,74.0,167.0,,,31.0,40.0,131.0
12,San Francisco,2020-03-29,50.0,73.0,,,24.0,10.0,61.0
13,Ventura,2020-03-29,24.0,85.0,,,5.0,19.0,14.0
14,San Joaquin,2020-03-29,34.0,35.0,,,5.0,2.0,7.0
15,Los Angeles,2020-03-29,489.0,1132.0,,,191.0,182.0,345.0
16,Lake,2020-03-29,0.0,1.0,,,0.0,1.0,2.0
17,Kern,2020-03-29,16.0,57.0,,,8.0,8.0,39.0
18,Nevada,2020-03-29,23.0,,,,1.0,0.0,3.0
19,San Diego,2020-03-29,121.0,211.0,,,77.0,39.0,205.0
20,Amador,2020-03-29,1.0,0.0,,,0.0,0.0,2.0
21,Butte,2020-03-29,,,,,,,
22,Imperial,2020-03-29,5.0,100.0,,,1.0,2.0,2.0
23,Modoc,2020-03-29,0.0,0.0,,,0.0,0.0,
24,Contra Costa,2020-03-29,23.0,62.0,,,8.0,15.0,62.0
25,Merced,2020-03-29,1.0,7.0,,,0.0,0.0,3.0
26,Sacramento,2020-03-29,36.0,27.0,,,12.0,18.0,50.0
27,Santa Cruz,2020-03-29,0.0,0.0,,,0.0,0.0,
28,San Bernardino,2020-03-29,33.0,123.0,,,19.0,20.0,65.0
29,San Luis Obispo,2020-03-29,7.0,12.0,,,3.0,4.0,948.0
30,Lassen,2020-03-29,0.0,2.0,,,0.0,0.0,
31,Shasta,2020-03-29,0.0,0.0,,,0.0,0.0,
32,San Mateo,2020-03-29,46.0,27.0,,,16.0,10.0,28.0
33,Humboldt,2020-03-29,1.0,10.0,,,0.0,0.0,18.0
34,Tehama,2020-03-29,0.0,0.0,,,0.0,0.0,2.0
35,Yolo,2020-03-29,2.0,3.0,,,1.0,1.0,0.0
36,Tulare,2020-03-29,6.0,13.0,,,5.0,3.0,7.0
37,Marin,2020-03-29,7.0,13.0,,,2.0,6.0,11.0
38,Solano,2020-03-29,7.0,27.0,,,4.0,1.0,28.0
39,Inyo,2020-03-29,,,,,,,
40,El Dorado,2020-03-29,0.0,6.0,,,0.0,3.0,3.0
41,Mono,2020-03-29,0.0,1.0,,,0.0,0.0,2.0
42,Sutter,2020-03-29,0.0,0.0,,,0.0,0.0,
43,Del Norte,2020-03-29,1.0,2.0,,,0.0,0.0,3.0
44,Placer,2020-03-29,18.0,14.0,,,4.0,1.0,10.0
45,Santa Clara,2020-03-29,141.0,72.0,,,65.0,15.0,70.0
46,Colusa,2020-03-29,,,,,,,
47,Yuba,2020-03-29,2.0,12.0,,,2.0,4.0,2.0
48,Madera,2020-03-29,1.0,6.0,,,1.0,1.0,8.0
49,San Benito,2020-03-29,1.0,1.0,,,1.0,0.0,1.0
50,Trinity,2020-03-29,0.0,0.0,,,0.0,0.0,
51,Alameda,2020-03-29,36.0,91.0,,,20.0,16.0,119.0
52,Plumas,2020-03-29,0.0,1.0,,,0.0,1.0,
53,Kings,2020-03-29,2.0,5.0,,,1.0,0.0,2.0
54,Monterey,2020-03-29,2.0,16.0,,,1.0,2.0,10.0
55,El Dorado,2020-03-30,0.0,9.0,,,0.0,6.0,9.0
56,Madera,2020-03-30,1.0,5.0,,,1.0,3.0,4.0
57,San Francisco,2020-03-30,58.0,92.0,,,18.0,7.0,90.0
58,Riverside,2020-03-30,60.0,133.0,,,22.0,33.0,77.0
59,Solano,2020-03-30,15.0,16.0,,,6.0,0.0,47.0
60,Plumas,2020-03-30,0.0,1.0,,,0.0,0.0,
61,Imperial,2020-03-30,19.0,109.0,,,3.0,3.0,4.0
62,Ventura,2020-03-30,25.0,82.0,,,5.0,28.0,15.0
63,Humboldt,2020-03-30,1.0,8.0,,,0.0,0.0,10.0
64,San Mateo,2020-03-30,56.0,40.0,,,18.0,11.0,47.0
65,Placer,2020-03-30,19.0,19.0,,,5.0,1.0,29.0
66,Marin,2020-03-30,10.0,9.0,,,4.0,2.0,16.0
67,Butte,2020-03-30,4.0,12.0,,,2.0,1.0,5.0
68,San Luis Obispo,2020-03-30,5.0,11.0,,,3.0,4.0,957.0
69,Orange,2020-03-30,98.0,251.0,,,42.0,58.0,131.0
70,Tulare,2020-03-30,5.0,21.0,,,4.0,6.0,7.0
71,Tuolumne,2020-03-30,1.0,2.0,,,0.0,0.0,3.0
72,San Joaquin,2020-03-30,28.0,30.0,,,8.0,4.0,53.0
73,Mendocino,2020-03-30,2.0,11.0,,,0.0,1.0,8.0
74,Santa Barbara,2020-03-30,19.0,25.0,,,11.0,7.0,48.0
75,Fresno,2020-03-30,10.0,88.0,,,3.0,14.0,24.0
76,Lake,2020-03-30,0.0,1.0,,,0.0,1.0,3.0
77,Siskiyou,2020-03-30,0.0,0.0,,,0.0,0.0,3.0
78,Kings,2020-03-30,2.0,12.0,,,1.0,2.0,0.0
79,Los Angeles,2020-03-30,601.0,1277.0,,,245.0,244.0,456.0
80,Kern,2020-03-30,18.0,123.0,,,6.0,8.0,51.0
81,Sonoma,2020-03-30,7.0,22.0,,,3.0,4.0,29.0
82,Shasta,2020-03-30,1.0,4.0,,,0.0,0.0,13.0
83,Del Norte,2020-03-30,0.0,2.0,,,0.0,0.0,5.0
84,Merced,2020-03-30,1.0,9.0,,,0.0,2.0,11.0
85,Calaveras,2020-03-30,0.0,3.0,,,0.0,1.0,5.0
86,Sacramento,2020-03-30,45.0,86.0,,,21.0,23.0,58.0
