,DATE_OF_INTEREST,CASE_COUNT,HOSPITALIZED_COUNT,DEATH_COUNT
0,02/29/2020,1,11,0
1,03/01/2020,1,4,0
2,03/02/2020,0,22,0
3,03/03/2020,2,20,0
4,03/04/2020,5,22,0
5,03/05/2020,3,20,0
6,03/06/2020,8,18,0
7,03/07/2020,7,15,0
8,03/08/2020,21,18,0
9,03/09/2020,58,49,0
10,03/10/2020,70,63,0
11,03/11/2020,154,89,1
12,03/12/2020,357,87,0
13,03/13/2020,620,149,0
14,03/14/2020,644,155,2
15,03/15/2020,1035,187,5
16,03/16/2020,2123,311,8
17,03/17/2020,2455,352,8
18,03/18/2020,2984,463,20
19,03/19/2020,3714,552,24
20,03/20/2020,4014,662,46
21,03/21/2020,2640,696,44
22,03/22/2020,2582,726,50
23,03/23/2020,3570,1035,82
24,03/24/2020,4507,1151,94
25,03/25/2020,4847,1292,120
26,03/26/2020,5029,1432,186
27,03/27/2020,5103,1376,212
28,03/28/2020,3467,1354,266
29,03/29/2020,3546,1398,286
30,03/30/2020,6128,1700,322
31,03/31/2020,5449,1674,373
32,04/01/2020,5450,1579,432
33,04/02/2020,5764,1614,487
34,04/03/2020,5675,1597,485
35,04/04/2020,3867,1341,490
36,04/05/2020,3790,1327,570
37,04/06/2020,6376,1719,565
38,04/07/2020,6064,1599,589
39,04/08/2020,5585,1536,546
40,04/09/2020,5073,1427,540
41,04/10/2020,4520,1336,519
42,04/11/2020,3730,1099,528
43,04/12/2020,2884,991,557
44,04/13/2020,3310,1212,551
45,04/14/2020,4145,1085,507
46,04/15/2020,3875,983,438
47,04/16/2020,3525,882,400
48,04/17/2020,3578,900,368
49,04/18/2020,2167,658,363
50,04/19/2020,2344,592,375
51,04/20/2020,3786,721,350
52,04/21/2020,3062,659,304
53,04/22/2020,3458,599,299
54,04/23/2020,2842,531,309
55,04/24/2020,2537,549,299
56,04/25/2020,1593,400,244
57,04/26/2020,1003,375,231
58,04/27/2020,2288,444,258
59,04/28/2020,2729,442,219
60,04/29/2020,2341,408,233
61,04/30/2020,2017,338,212
62,05/01/2020,1880,348,206
63,05/02/2020,1057,261,189
64,05/03/2020,785,256,171
65,05/04/2020,1546,309,153
66,05/05/2020,1511,282,149
67,05/06/2020,1401,256,144
68,05/07/2020,1231,252,134
69,05/08/2020,1087,254,126
70,05/09/2020,660,182,98
71,05/10/2020,459,151,96
72,05/11/2020,1231,246,100
73,05/12/2020,1284,200,88
74,05/13/2020,1326,219,75
75,05/14/2020,1111,216,66
76,05/15/2020,872,228,85
77,05/16/2020,490,165,82
78,05/17/2020,361,123,74
79,05/18/2020,901,178,55
80,05/19/2020,1006,204,53
81,05/20/2020,1070,166,76
82,05/21/2020,1067,172,45
83,05/22/2020,1061,196,63
84,05/23/2020,464,130,60
85,05/24/2020,479,121,47
86,05/25/2020,465,141,49
87,05/26/2020,1053,150,37
88,05/27/2020,754,162,49
89,05/28/2020,633,141,38
90,05/29/2020,649,159,43
91,05/30/2020,346,95,52
92,05/31/2020,215,91,39
93,06/01/2020,664,123,33
94,06/02/2020,575,125,37
95,06/03/2020,511,114,41
96,06/04/2020,511,88,32
97,06/05/2020,409,64,26
98,06/06/2020,246,48,33
99,06/07/2020,196,45,24
100,06/08/2020,442,60,38
101,06/09/2020,424,50,32
102,06/10/2020,365,46,30
103,06/11/2020,353,38,20
104,06/12/2020,404,51,22
105,06/13/2020,194,27,12
106,06/14/2020,182,42,22
107,06/15/2020,374,49,18
108,06/16/2020,412,47,20
109,06/17/2020,345,43,19
110,06/18/2020,355,37,16
111,06/19/2020,337,37,16
112,06/20/2020,199,26,18
113,06/21/2020,150,30,26
114,06/22/2020,334,34,19
115,06/23/2020,206,34,20
116,06/24/2020,186,30,15
117,06/25/2020,143,27,7
118,06/26/2020,68,2,2
119,06/27/2020,7,0,0
