,DATE_OF_INTEREST,CASE_COUNT,HOSPITALIZED_COUNT,DEATH_COUNT
0,02/29/2020,1,13,0
1,03/01/2020,1,4,0
2,03/02/2020,0,22,0
3,03/03/2020,2,23,0
4,03/04/2020,5,21,0
5,03/05/2020,3,20,0
6,03/06/2020,8,21,0
7,03/07/2020,7,15,0
8,03/08/2020,21,16,0
9,03/09/2020,58,50,0
10,03/10/2020,70,60,0
11,03/11/2020,155,88,1
12,03/12/2020,357,89,0
13,03/13/2020,620,147,0
14,03/14/2020,642,157,2
15,03/15/2020,1033,191,5
16,03/16/2020,2122,307,9
17,03/17/2020,2457,352,8
18,03/18/2020,2980,462,20
19,03/19/2020,3712,551,24
20,03/20/2020,4013,657,46
21,03/21/2020,2639,687,45
22,03/22/2020,2580,722,50
23,03/23/2020,3567,1028,82
24,03/24/2020,4497,1138,94
25,03/25/2020,4840,1289,120
26,03/26/2020,5025,1417,186
27,03/27/2020,5097,1374,212
28,03/28/2020,3458,1334,265
29,03/29/2020,3526,1380,286
30,03/30/2020,6114,1688,321
31,03/31/2020,5433,1626,372
32,04/01/2020,5436,1534,431
33,04/02/2020,5753,1591,486
34,04/03/2020,5661,1586,482
35,04/04/2020,3856,1323,488
36,04/05/2020,3778,1317,565
37,04/06/2020,6369,1691,564
38,04/07/2020,6053,1564,591
39,04/08/2020,5563,1516,544
40,04/09/2020,5041,1401,534
41,04/10/2020,4500,1318,517
42,04/11/2020,3710,1080,524
43,04/12/2020,2870,984,555
44,04/13/2020,3301,1211,550
45,04/14/2020,4131,1064,503
46,04/15/2020,3866,980,436
47,04/16/2020,3517,865,399
48,04/17/2020,3574,892,366
49,04/18/2020,2164,645,360
50,04/19/2020,2349,588,373
51,04/20/2020,3776,717,347
52,04/21/2020,3054,648,306
53,04/22/2020,3458,594,298
54,04/23/2020,2843,530,307
55,04/24/2020,2537,545,297
56,04/25/2020,1593,400,239
57,04/26/2020,1006,379,231
58,04/27/2020,2305,443,255
59,04/28/2020,2723,441,217
60,04/29/2020,2341,411,230
61,04/30/2020,2016,333,207
62,05/01/2020,1881,343,201
63,05/02/2020,1056,263,186
64,05/03/2020,782,257,166
65,05/04/2020,1548,297,149
66,05/05/2020,1508,265,141
67,05/06/2020,1402,251,136
68,05/07/2020,1238,241,129
69,05/08/2020,1086,246,120
70,05/09/2020,671,165,99
71,05/10/2020,460,144,91
72,05/11/2020,1232,242,97
73,05/12/2020,1286,207,85
74,05/13/2020,1332,210,72
75,05/14/2020,1109,199,63
76,05/15/2020,869,221,85
77,05/16/2020,489,150,72
78,05/17/2020,362,122,67
79,05/18/2020,904,158,47
80,05/19/2020,998,197,50
81,05/20/2020,1031,142,73
82,05/21/2020,1029,152,38
83,05/22/2020,995,179,51
84,05/23/2020,452,112,51
85,05/24/2020,470,103,37
86,05/25/2020,471,114,32
87,05/26/2020,817,128,26
88,05/27/2020,494,75,28
89,05/28/2020,270,45,19
90,05/29/2020,108,35,10
91,05/30/2020,10,0,0
