,DATE_OF_INTEREST,CASE_COUNT,HOSPITALIZED_COUNT,DEATH_COUNT
0,02/29/2020,1,14,0
1,03/01/2020,1,4,0
2,03/02/2020,0,23,0
3,03/03/2020,2,22,0
4,03/04/2020,5,22,0
5,03/05/2020,3,21,0
6,03/06/2020,8,23,0
7,03/07/2020,7,16,0
8,03/08/2020,21,17,0
9,03/09/2020,57,52,0
10,03/10/2020,70,66,0
11,03/11/2020,155,86,1
12,03/12/2020,357,90,0
13,03/13/2020,620,147,0
14,03/14/2020,643,159,2
15,03/15/2020,1033,191,5
16,03/16/2020,2123,307,9
17,03/17/2020,2456,356,8
18,03/18/2020,2978,466,20
19,03/19/2020,3711,552,24
20,03/20/2020,4012,663,46
21,03/21/2020,2638,689,44
22,03/22/2020,2577,727,50
23,03/23/2020,3566,1044,82
24,03/24/2020,4496,1152,95
25,03/25/2020,4835,1298,121
26,03/26/2020,5024,1425,187
27,03/27/2020,5094,1386,213
28,03/28/2020,3455,1341,264
29,03/29/2020,3522,1387,287
30,03/30/2020,6100,1696,322
31,03/31/2020,5426,1631,372
32,04/01/2020,5430,1542,430
33,04/02/2020,5752,1607,486
34,04/03/2020,5649,1603,481
35,04/04/2020,3853,1334,487
36,04/05/2020,3768,1323,562
37,04/06/2020,6354,1694,564
38,04/07/2020,6047,1567,590
39,04/08/2020,5556,1523,543
40,04/09/2020,5027,1394,534
41,04/10/2020,4487,1311,516
42,04/11/2020,3706,1081,522
43,04/12/2020,2868,969,550
44,04/13/2020,3290,1205,549
45,04/14/2020,4124,1062,500
46,04/15/2020,3865,973,437
47,04/16/2020,3517,855,399
48,04/17/2020,3572,895,363
49,04/18/2020,2162,649,361
50,04/19/2020,2346,591,372
51,04/20/2020,3775,715,344
52,04/21/2020,3058,656,304
53,04/22/2020,3459,601,294
54,04/23/2020,2843,521,307
55,04/24/2020,2540,566,298
56,04/25/2020,1594,404,238
57,04/26/2020,1006,378,230
58,04/27/2020,2306,450,251
59,04/28/2020,2717,443,214
60,04/29/2020,2338,403,225
61,04/30/2020,2012,333,205
62,05/01/2020,1871,354,199
63,05/02/2020,1054,276,183
64,05/03/2020,779,252,165
65,05/04/2020,1547,292,143
66,05/05/2020,1507,262,136
67,05/06/2020,1403,250,134
68,05/07/2020,1240,227,123
69,05/08/2020,1085,235,116
70,05/09/2020,670,160,93
71,05/10/2020,462,134,83
72,05/11/2020,1234,236,96
73,05/12/2020,1283,200,79
74,05/13/2020,1324,190,67
75,05/14/2020,1099,131,57
76,05/15/2020,860,114,69
77,05/16/2020,483,85,58
78,05/17/2020,356,66,53
79,05/18/2020,750,79,28
80,05/19/2020,697,79,29
81,05/20/2020,202,16,26
82,05/21/2020,28,0,1
