,DATE_OF_INTEREST,CASE_COUNT,HOSPITALIZED_COUNT,DEATH_COUNT
0,02/29/2020,1,13,0
1,03/01/2020,1,4,0
2,03/02/2020,0,22,0
3,03/03/2020,2,23,0
4,03/04/2020,5,21,0
5,03/05/2020,3,20,0
6,03/06/2020,8,21,0
7,03/07/2020,7,15,0
8,03/08/2020,21,16,0
9,03/09/2020,58,50,0
10,03/10/2020,70,60,0
11,03/11/2020,155,88,1
12,03/12/2020,357,88,0
13,03/13/2020,620,147,0
14,03/14/2020,642,157,2
15,03/15/2020,1033,191,5
16,03/16/2020,2122,306,9
17,03/17/2020,2457,352,8
18,03/18/2020,2980,459,20
19,03/19/2020,3712,549,24
20,03/20/2020,4013,657,46
21,03/21/2020,2639,686,44
22,03/22/2020,2580,720,50
23,03/23/2020,3567,1024,82
24,03/24/2020,4497,1139,94
25,03/25/2020,4840,1285,120
26,03/26/2020,5025,1414,186
27,03/27/2020,5097,1370,212
28,03/28/2020,3458,1331,265
29,03/29/2020,3526,1379,286
30,03/30/2020,6114,1683,321
31,03/31/2020,5433,1624,372
32,04/01/2020,5436,1533,431
33,04/02/2020,5753,1590,486
34,04/03/2020,5661,1583,483
35,04/04/2020,3856,1321,488
36,04/05/2020,3778,1313,566
37,04/06/2020,6369,1691,564
38,04/07/2020,6053,1559,590
39,04/08/2020,5563,1513,544
40,04/09/2020,5041,1398,534
41,04/10/2020,4500,1312,518
42,04/11/2020,3710,1078,523
43,04/12/2020,2870,980,555
44,04/13/2020,3301,1204,550
45,04/14/2020,4128,1062,503
46,04/15/2020,3865,978,436
47,04/16/2020,3517,864,398
48,04/17/2020,3574,889,365
49,04/18/2020,2164,643,360
50,04/19/2020,2347,587,373
51,04/20/2020,3776,712,347
52,04/21/2020,3054,649,306
53,04/22/2020,3455,591,297
54,04/23/2020,2841,527,307
55,04/24/2020,2537,541,298
56,04/25/2020,1593,399,239
57,04/26/2020,1006,377,231
58,04/27/2020,2303,440,255
59,04/28/2020,2723,440,217
60,04/29/2020,2341,408,230
61,04/30/2020,2014,331,207
62,05/01/2020,1881,342,201
63,05/02/2020,1056,261,186
64,05/03/2020,782,255,166
65,05/04/2020,1548,292,149
66,05/05/2020,1508,263,141
67,05/06/2020,1402,247,136
68,05/07/2020,1238,240,129
69,05/08/2020,1086,243,119
70,05/09/2020,670,167,99
71,05/10/2020,460,142,91
72,05/11/2020,1232,243,97
73,05/12/2020,1285,204,85
74,05/13/2020,1332,211,72
75,05/14/2020,1109,196,63
76,05/15/2020,869,220,85
77,05/16/2020,488,149,74
78,05/17/2020,361,121,69
79,05/18/2020,900,158,47
80,05/19/2020,996,199,50
81,05/20/2020,1031,152,73
82,05/21/2020,1032,161,38
83,05/22/2020,997,188,54
84,05/23/2020,453,114,51
85,05/24/2020,473,107,39
86,05/25/2020,445,129,35
87,05/26/2020,877,144,26
88,05/27/2020,572,148,33
89,05/28/2020,340,111,26
90,05/29/2020,165,75,16
91,05/30/2020,59,12,17
92,05/31/2020,11,0,0
