,DATE_OF_INTEREST,CASE_COUNT,HOSPITALIZED_COUNT,DEATH_COUNT
0,02/29/2020,1,11,0
1,03/01/2020,1,4,0
2,03/02/2020,0,22,0
3,03/03/2020,2,19,0
4,03/04/2020,5,21,0
5,03/05/2020,3,19,0
6,03/06/2020,8,19,0
7,03/07/2020,7,14,0
8,03/08/2020,21,16,0
9,03/09/2020,58,48,0
10,03/10/2020,70,62,0
11,03/11/2020,154,87,1
12,03/12/2020,356,88,0
13,03/13/2020,620,148,0
14,03/14/2020,643,155,2
15,03/15/2020,1033,190,5
16,03/16/2020,2122,305,9
17,03/17/2020,2455,355,8
18,03/18/2020,2980,464,20
19,03/19/2020,3712,549,24
20,03/20/2020,4012,661,46
21,03/21/2020,2638,692,44
22,03/22/2020,2580,723,50
23,03/23/2020,3565,1028,82
24,03/24/2020,4501,1145,94
25,03/25/2020,4841,1291,120
26,03/26/2020,5024,1419,186
27,03/27/2020,5099,1373,212
28,03/28/2020,3460,1342,265
29,03/29/2020,3528,1383,285
30,03/30/2020,6115,1682,320
31,03/31/2020,5437,1642,372
32,04/01/2020,5440,1540,431
33,04/02/2020,5754,1597,486
34,04/03/2020,5665,1588,483
35,04/04/2020,3862,1317,488
36,04/05/2020,3781,1317,566
37,04/06/2020,6370,1692,564
38,04/07/2020,6052,1563,590
39,04/08/2020,5563,1518,545
40,04/09/2020,5044,1397,537
41,04/10/2020,4501,1312,517
42,04/11/2020,3709,1073,524
43,04/12/2020,2869,974,555
44,04/13/2020,3300,1196,549
45,04/14/2020,4126,1053,504
46,04/15/2020,3865,970,438
47,04/16/2020,3518,858,398
48,04/17/2020,3579,885,367
49,04/18/2020,2164,638,360
50,04/19/2020,2345,582,373
51,04/20/2020,3778,705,349
52,04/21/2020,3056,641,305
53,04/22/2020,3448,586,297
54,04/23/2020,2842,521,308
55,04/24/2020,2535,538,299
56,04/25/2020,1594,398,239
57,04/26/2020,1006,374,231
58,04/27/2020,2282,437,255
59,04/28/2020,2722,436,217
60,04/29/2020,2340,405,230
61,04/30/2020,2015,330,207
62,05/01/2020,1878,336,202
63,05/02/2020,1055,252,186
64,05/03/2020,783,248,167
65,05/04/2020,1547,289,150
66,05/05/2020,1507,260,141
67,05/06/2020,1400,243,137
68,05/07/2020,1230,235,131
69,05/08/2020,1084,242,121
70,05/09/2020,660,163,99
71,05/10/2020,459,141,91
72,05/11/2020,1231,235,97
73,05/12/2020,1284,199,87
74,05/13/2020,1326,203,73
75,05/14/2020,1110,205,63
76,05/15/2020,870,216,84
77,05/16/2020,489,153,75
78,05/17/2020,360,119,70
79,05/18/2020,896,160,49
80,05/19/2020,1004,198,51
81,05/20/2020,1033,155,74
82,05/21/2020,1039,167,39
83,05/22/2020,1008,197,59
84,05/23/2020,453,119,50
85,05/24/2020,471,111,43
86,05/25/2020,453,134,41
87,05/26/2020,1031,139,33
88,05/27/2020,714,159,40
89,05/28/2020,578,130,32
90,05/29/2020,506,148,40
91,05/30/2020,267,82,41
92,05/31/2020,173,84,26
93,06/01/2020,409,101,15
94,06/02/2020,219,86,19
95,06/03/2020,111,14,7
96,06/04/2020,14,0,0
