,DATE_OF_INTEREST,CASE_COUNT,HOSPITALIZED_COUNT,DEATH_COUNT
0,02/29/2020,1,11,0
1,03/01/2020,1,4,0
2,03/02/2020,0,22,0
3,03/03/2020,2,19,0
4,03/04/2020,5,21,0
5,03/05/2020,3,19,0
6,03/06/2020,8,19,0
7,03/07/2020,7,14,0
8,03/08/2020,21,16,0
9,03/09/2020,58,48,0
10,03/10/2020,70,62,0
11,03/11/2020,154,87,1
12,03/12/2020,356,88,0
13,03/13/2020,620,148,0
14,03/14/2020,643,155,2
15,03/15/2020,1033,190,5
16,03/16/2020,2122,305,9
17,03/17/2020,2455,354,8
18,03/18/2020,2980,463,20
19,03/19/2020,3712,549,24
20,03/20/2020,4012,661,46
21,03/21/2020,2638,692,44
22,03/22/2020,2581,723,50
23,03/23/2020,3565,1028,82
24,03/24/2020,4501,1143,94
25,03/25/2020,4842,1291,120
26,03/26/2020,5026,1419,186
27,03/27/2020,5101,1373,212
28,03/28/2020,3460,1343,265
29,03/29/2020,3528,1384,285
30,03/30/2020,6117,1679,320
31,03/31/2020,5439,1643,372
32,04/01/2020,5441,1541,431
33,04/02/2020,5754,1597,486
34,04/03/2020,5666,1588,484
35,04/04/2020,3862,1314,489
36,04/05/2020,3782,1316,567
37,04/06/2020,6372,1691,564
38,04/07/2020,6053,1565,590
39,04/08/2020,5566,1518,547
40,04/09/2020,5045,1395,537
41,04/10/2020,4502,1310,517
42,04/11/2020,3710,1073,524
43,04/12/2020,2871,975,555
44,04/13/2020,3302,1194,549
45,04/14/2020,4127,1053,506
46,04/15/2020,3867,970,438
47,04/16/2020,3520,857,398
48,04/17/2020,3579,883,367
49,04/18/2020,2163,638,360
50,04/19/2020,2347,581,373
51,04/20/2020,3778,706,349
52,04/21/2020,3056,639,305
53,04/22/2020,3449,584,297
54,04/23/2020,2842,520,309
55,04/24/2020,2536,538,299
56,04/25/2020,1594,396,239
57,04/26/2020,1005,373,231
58,04/27/2020,2283,435,256
59,04/28/2020,2722,435,217
60,04/29/2020,2340,404,230
61,04/30/2020,2015,329,208
62,05/01/2020,1879,334,202
63,05/02/2020,1055,251,186
64,05/03/2020,783,247,167
65,05/04/2020,1548,290,150
66,05/05/2020,1508,260,142
67,05/06/2020,1403,244,138
68,05/07/2020,1230,235,131
69,05/08/2020,1083,242,122
70,05/09/2020,660,163,99
71,05/10/2020,459,142,91
72,05/11/2020,1231,235,97
73,05/12/2020,1284,198,87
74,05/13/2020,1326,204,73
75,05/14/2020,1110,206,63
76,05/15/2020,870,216,85
77,05/16/2020,489,151,75
78,05/17/2020,360,119,72
79,05/18/2020,899,163,51
80,05/19/2020,1006,198,51
81,05/20/2020,1040,154,74
82,05/21/2020,1040,164,40
83,05/22/2020,1018,198,59
84,05/23/2020,458,120,54
85,05/24/2020,474,109,45
86,05/25/2020,453,136,42
87,05/26/2020,1034,139,33
88,05/27/2020,727,159,40
89,05/28/2020,602,131,33
90,05/29/2020,569,151,42
91,05/30/2020,295,90,48
92,05/31/2020,187,88,32
93,06/01/2020,483,112,24
94,06/02/2020,329,104,25
95,06/03/2020,208,76,15
96,06/04/2020,103,13,4
97,06/05/2020,17,0,0
