,DATE_OF_INTEREST,CASE_COUNT,HOSPITALIZED_COUNT,DEATH_COUNT,CASE_COUNT_7DAY_AVG,INCOMPLETE
156,08/03/2020,352,30,3,257.0,
157,08/04/2020,189,32,5,240.0,
158,08/05/2020,310,27,7,243.0,
159,08/06/2020,309,33,4,249.0,
160,08/07/2020,263,19,5,249.0,
161,08/08/2020,161,17,5,246.0,
162,08/09/2020,131,25,3,245.0,
163,08/10/2020,293,27,6,237.0,
164,08/11/2020,242,17,6,244.0,
165,08/12/2020,290,25,2,241.0,6000.0
166,08/13/2020,237,30,2,231.0,6000.0
167,08/14/2020,197,32,1,222.0,6000.0
168,08/15/2020,90,22,4,211.0,6000.0
169,08/16/2020,73,16,3,203.0,6000.0
170,08/17/2020,67,2,0,171.0,6000.0
171,08/18/2020,14,0,0,138.0,6000.0
