,DATE_OF_INTEREST,CASE_COUNT,HOSPITALIZED_COUNT,DEATH_COUNT,CASE_COUNT_7DAY_AVG,INCOMPLETE
156,08/03/2020,354,30,3,258.0,
157,08/04/2020,190,31,6,240.0,
158,08/05/2020,313,26,8,244.0,
159,08/06/2020,311,32,4,250.0,
160,08/07/2020,267,19,5,251.0,
161,08/08/2020,162,18,6,247.0,
162,08/09/2020,133,24,3,247.0,
163,08/10/2020,301,27,6,240.0,
164,08/11/2020,261,17,7,250.0,
165,08/12/2020,314,25,2,250.0,
166,08/13/2020,266,32,3,243.0,
167,08/14/2020,267,31,3,243.0,
168,08/15/2020,143,21,7,241.0,
169,08/16/2020,138,21,6,241.0,
170,08/17/2020,316,26,4,244.0,6000.0
171,08/18/2020,231,32,2,239.0,6000.0
172,08/19/2020,221,23,2,226.0,6000.0
173,08/20/2020,121,22,1,205.0,6000.0
174,08/21/2020,99,23,2,181.0,6000.0
175,08/22/2020,35,4,3,166.0,6000.0
176,08/23/2020,10,0,0,148.0,6000.0
