,DATE_OF_INTEREST,CASE_COUNT,HOSPITALIZED_COUNT,DEATH_COUNT
0,02/29/2020,1,14,0
1,03/01/2020,1,4,0
2,03/02/2020,0,23,0
3,03/03/2020,2,22,0
4,03/04/2020,5,22,0
5,03/05/2020,3,21,0
6,03/06/2020,7,23,0
7,03/07/2020,7,16,0
8,03/08/2020,21,17,0
9,03/09/2020,57,52,0
10,03/10/2020,70,66,0
11,03/11/2020,154,86,1
12,03/12/2020,355,90,0
13,03/13/2020,620,147,0
14,03/14/2020,643,159,2
15,03/15/2020,1033,191,5
16,03/16/2020,2123,306,9
17,03/17/2020,2454,356,8
18,03/18/2020,2977,466,20
19,03/19/2020,3710,552,24
20,03/20/2020,4014,663,46
21,03/21/2020,2637,688,44
22,03/22/2020,2577,727,50
23,03/23/2020,3562,1044,82
24,03/24/2020,4496,1153,95
25,03/25/2020,4836,1298,121
26,03/26/2020,5022,1425,187
27,03/27/2020,5093,1385,213
28,03/28/2020,3456,1340,264
29,03/29/2020,3522,1387,288
30,03/30/2020,6099,1695,322
31,03/31/2020,5427,1632,372
32,04/01/2020,5429,1541,429
33,04/02/2020,5752,1606,487
34,04/03/2020,5648,1605,481
35,04/04/2020,3850,1335,487
36,04/05/2020,3768,1323,561
37,04/06/2020,6353,1694,563
38,04/07/2020,6048,1567,590
39,04/08/2020,5556,1525,543
40,04/09/2020,5027,1395,533
41,04/10/2020,4430,1309,514
42,04/11/2020,3705,1081,521
43,04/12/2020,2866,969,550
44,04/13/2020,3289,1205,549
45,04/14/2020,4120,1062,499
46,04/15/2020,3864,975,437
47,04/16/2020,3515,855,399
48,04/17/2020,3569,897,362
49,04/18/2020,2162,649,361
50,04/19/2020,2346,592,372
51,04/20/2020,3772,716,344
52,04/21/2020,3057,656,304
53,04/22/2020,3457,602,294
54,04/23/2020,2834,522,306
55,04/24/2020,2466,566,298
56,04/25/2020,1590,406,237
57,04/26/2020,1007,377,228
58,04/27/2020,2306,453,250
59,04/28/2020,2716,445,214
60,04/29/2020,2335,405,224
61,04/30/2020,2008,333,203
62,05/01/2020,1870,354,197
63,05/02/2020,1054,277,181
64,05/03/2020,779,252,164
65,05/04/2020,1547,293,143
66,05/05/2020,1509,263,134
67,05/06/2020,1403,249,134
68,05/07/2020,1240,227,123
69,05/08/2020,1088,235,115
70,05/09/2020,670,162,92
71,05/10/2020,462,134,82
72,05/11/2020,1232,237,95
73,05/12/2020,1272,196,79
74,05/13/2020,1316,189,64
75,05/14/2020,1085,130,56
76,05/15/2020,847,113,62
77,05/16/2020,456,87,51
78,05/17/2020,297,59,47
79,05/18/2020,591,58,21
80,05/19/2020,273,18,16
81,05/20/2020,20,0,0
