Event Date,Health Planning Region,Case Status,Number of Cases,Number of Hospitalizations,Number of Deaths
6/15/2020,Central,Confirmed,3,0,0
6/15/2020,Northern,Confirmed,1,1,2
6/15/2020,Northwest,Confirmed,7,0,0
6/15/2020,Southwest,Confirmed,1,0,0
6/14/2020,Central,Confirmed,4,1,1
6/14/2020,Eastern,Confirmed,3,1,0
6/14/2020,Northern,Confirmed,7,2,0
6/14/2020,Northwest,Confirmed,5,3,1
6/14/2020,Southwest,Confirmed,2,0,0
6/13/2020,Central,Confirmed,15,1,0
6/13/2020,Eastern,Confirmed,18,3,1
6/13/2020,Northern,Confirmed,13,1,1
6/13/2020,Northwest,Confirmed,10,2,0
6/13/2020,Northwest,Probable,2,0,0
6/12/2020,Central,Confirmed,38,8,0
6/12/2020,Eastern,Confirmed,34,6,0
6/12/2020,Eastern,Probable,1,0,0
6/12/2020,Northern,Confirmed,46,11,0
6/12/2020,Northern,Probable,1,0,0
6/12/2020,Northwest,Confirmed,51,3,1
6/12/2020,Northwest,Probable,3,0,0
6/12/2020,Southwest,Confirmed,16,0,0
6/11/2020,Central,Confirmed,68,2,0
6/11/2020,Eastern,Confirmed,42,1,1
6/11/2020,Eastern,Probable,1,0,0
6/11/2020,Northern,Confirmed,72,7,2
6/11/2020,Northern,Probable,1,0,0
6/11/2020,Northwest,Confirmed,30,2,1
6/11/2020,Northwest,Probable,1,0,0
6/11/2020,Southwest,Confirmed,17,1,0
6/10/2020,Central,Confirmed,98,4,1
6/10/2020,Eastern,Confirmed,64,1,0
6/10/2020,Northern,Confirmed,129,8,2
6/10/2020,Northwest,Confirmed,43,6,3
6/10/2020,Northwest,Probable,6,0,0
6/10/2020,Southwest,Confirmed,34,2,1
6/10/2020,Southwest,Probable,0,0,1
6/9/2020,Central,Confirmed,120,5,1
6/9/2020,Eastern,Confirmed,67,3,1
6/9/2020,Northern,Confirmed,124,4,3
6/9/2020,Northern,Probable,2,1,0
6/9/2020,Northwest,Confirmed,57,6,2
6/9/2020,Northwest,Probable,6,0,0
6/9/2020,Southwest,Confirmed,33,4,1
6/8/2020,Central,Confirmed,92,4,1
6/8/2020,Eastern,Confirmed,55,2,1
6/8/2020,Northern,Confirmed,153,7,2
6/8/2020,Northern,Probable,4,0,1
6/8/2020,Northwest,Confirmed,70,1,1
6/8/2020,Northwest,Probable,7,0,0
6/8/2020,Southwest,Confirmed,30,3,1
6/7/2020,Central,Confirmed,43,2,1
6/7/2020,Eastern,Confirmed,35,2,2
6/7/2020,Eastern,Probable,1,0,0
6/7/2020,Northern,Confirmed,94,9,4
6/7/2020,Northern,Probable,2,0,0
6/7/2020,Northwest,Confirmed,43,0,3
6/7/2020,Northwest,Probable,6,0,0
6/7/2020,Southwest,Confirmed,14,3,2
6/7/2020,Southwest,Probable,1,1,0
6/6/2020,Central,Confirmed,77,3,0
6/6/2020,Eastern,Confirmed,23,2,0
6/6/2020,Northern,Confirmed,107,13,3
6/6/2020,Northern,Probable,2,0,0
6/6/2020,Northwest,Confirmed,45,4,1
6/6/2020,Northwest,Probable,2,0,0
6/6/2020,Southwest,Confirmed,29,3,0
6/5/2020,Central,Confirmed,91,7,0
6/5/2020,Eastern,Confirmed,67,2,1
6/5/2020,Eastern,Probable,2,0,0
6/5/2020,Northern,Confirmed,178,17,3
