Event Date,Health Planning Region,Case Status,Number of Cases,Number of Hospitalizations,Number of Deaths
5/23/2020,Northern,Probable,1,0,0
5/22/2020,Central,Confirmed,9,1,0
5/22/2020,Eastern,Confirmed,2,1,1
5/22/2020,Northern,Confirmed,10,2,3
5/22/2020,Northern,Probable,1,0,0
5/22/2020,Northwest,Confirmed,9,0,0
5/22/2020,Southwest,Confirmed,1,0,0
5/21/2020,Central,Confirmed,31,0,0
5/21/2020,Eastern,Confirmed,10,2,0
5/21/2020,Northern,Confirmed,11,1,4
5/21/2020,Northwest,Confirmed,18,3,1
5/21/2020,Southwest,Confirmed,0,1,0
5/20/2020,Central,Confirmed,46,4,0
5/20/2020,Eastern,Confirmed,12,0,0
5/20/2020,Northern,Confirmed,37,4,4
5/20/2020,Northern,Probable,8,0,0
5/20/2020,Northwest,Confirmed,48,3,3
5/20/2020,Northwest,Probable,4,0,0
5/20/2020,Southwest,Confirmed,4,2,1
5/20/2020,Southwest,Probable,3,0,0
5/19/2020,Central,Confirmed,119,2,1
5/19/2020,Eastern,Confirmed,51,2,2
5/19/2020,Northern,Confirmed,128,5,5
5/19/2020,Northern,Probable,1,0,0
5/19/2020,Northwest,Confirmed,68,9,1
5/19/2020,Northwest,Probable,6,0,0
5/19/2020,Southwest,Confirmed,4,1,0
5/19/2020,Southwest,Probable,1,0,0
5/18/2020,Central,Confirmed,153,5,1
5/18/2020,Eastern,Confirmed,62,3,2
5/18/2020,Eastern,Probable,1,0,0
5/18/2020,Northern,Confirmed,363,17,6
5/18/2020,Northern,Probable,4,0,0
5/18/2020,Northwest,Confirmed,95,6,0
5/18/2020,Northwest,Probable,7,0,0
5/18/2020,Southwest,Confirmed,27,2,1
5/17/2020,Central,Confirmed,77,5,1
5/17/2020,Eastern,Confirmed,27,6,2
5/17/2020,Northern,Confirmed,186,28,9
5/17/2020,Northern,Probable,3,0,0
5/17/2020,Northwest,Confirmed,40,6,2
5/17/2020,Northwest,Probable,14,1,0
5/17/2020,Southwest,Confirmed,13,1,0
5/16/2020,Central,Confirmed,83,2,2
5/16/2020,Eastern,Confirmed,20,3,1
5/16/2020,Northern,Confirmed,277,21,12
5/16/2020,Northern,Probable,8,0,0
5/16/2020,Northwest,Confirmed,87,5,4
5/16/2020,Northwest,Probable,9,0,0
5/16/2020,Southwest,Confirmed,8,0,0
