,report_date,health_district,age_group,number_of_cases,number_of_hospitalizations,number_of_deaths
0,2020-08-22T00:00:00.000,Alexandria,0-9,184,2,0
1,2020-08-22T00:00:00.000,Alexandria,10-19,234,5,0
2,2020-08-22T00:00:00.000,Alexandria,20-29,586,11,1
3,2020-08-22T00:00:00.000,Alexandria,30-39,742,37,0
4,2020-08-22T00:00:00.000,Alexandria,40-49,585,45,0
5,2020-08-22T00:00:00.000,Alexandria,50-59,417,60,12
6,2020-08-22T00:00:00.000,Alexandria,60-69,252,57,3
7,2020-08-22T00:00:00.000,Alexandria,70-79,117,42,18
8,2020-08-22T00:00:00.000,Alexandria,80+,110,33,27
9,2020-08-22T00:00:00.000,Alexandria,Missing,11,0,0
10,2020-08-22T00:00:00.000,Alleghany,0-9,33,0,0
11,2020-08-22T00:00:00.000,Alleghany,10-19,127,0,0
12,2020-08-22T00:00:00.000,Alleghany,20-29,197,1,0
13,2020-08-22T00:00:00.000,Alleghany,30-39,146,5,0
14,2020-08-22T00:00:00.000,Alleghany,40-49,152,5,0
15,2020-08-22T00:00:00.000,Alleghany,50-59,161,10,1
16,2020-08-22T00:00:00.000,Alleghany,60-69,102,11,1
17,2020-08-22T00:00:00.000,Alleghany,70-79,94,13,10
18,2020-08-22T00:00:00.000,Alleghany,80+,50,12,6
19,2020-08-22T00:00:00.000,Alleghany,Missing,3,0,0
20,2020-08-22T00:00:00.000,Arlington,0-9,84,2,0
21,2020-08-22T00:00:00.000,Arlington,10-19,173,5,0
22,2020-08-22T00:00:00.000,Arlington,20-29,731,22,0
23,2020-08-22T00:00:00.000,Arlington,30-39,630,44,0
24,2020-08-22T00:00:00.000,Arlington,40-49,537,57,8
25,2020-08-22T00:00:00.000,Arlington,50-59,463,73,6
26,2020-08-22T00:00:00.000,Arlington,60-69,328,85,19
27,2020-08-22T00:00:00.000,Arlington,70-79,188,74,33
28,2020-08-22T00:00:00.000,Arlington,80+,208,86,71
29,2020-08-22T00:00:00.000,Arlington,Missing,15,1,0
30,2020-08-22T00:00:00.000,Central Shenandoah,0-9,95,0,0
31,2020-08-22T00:00:00.000,Central Shenandoah,10-19,186,1,0
32,2020-08-22T00:00:00.000,Central Shenandoah,20-29,599,11,0
33,2020-08-22T00:00:00.000,Central Shenandoah,30-39,441,8,0
34,2020-08-22T00:00:00.000,Central Shenandoah,40-49,490,17,0
35,2020-08-22T00:00:00.000,Central Shenandoah,50-59,506,42,5
36,2020-08-22T00:00:00.000,Central Shenandoah,60-69,367,51,15
37,2020-08-22T00:00:00.000,Central Shenandoah,70-79,184,57,18
38,2020-08-22T00:00:00.000,Central Shenandoah,80+,162,43,22
39,2020-08-22T00:00:00.000,Central Shenandoah,Missing,2,0,0
40,2020-08-22T00:00:00.000,Central Virginia,0-9,55,0,0
41,2020-08-22T00:00:00.000,Central Virginia,10-19,207,2,0
42,2020-08-22T00:00:00.000,Central Virginia,20-29,464,3,0
43,2020-08-22T00:00:00.000,Central Virginia,30-39,259,9,0
44,2020-08-22T00:00:00.000,Central Virginia,40-49,263,3,0
45,2020-08-22T00:00:00.000,Central Virginia,50-59,308,8,4
46,2020-08-22T00:00:00.000,Central Virginia,60-69,201,19,2
47,2020-08-22T00:00:00.000,Central Virginia,70-79,124,15,5
48,2020-08-22T00:00:00.000,Central Virginia,80+,81,12,7
49,2020-08-22T00:00:00.000,Central Virginia,Missing,1,0,0
50,2020-08-22T00:00:00.000,Chesapeake,0-9,113,1,0
51,2020-08-22T00:00:00.000,Chesapeake,10-19,260,2,0
52,2020-08-22T00:00:00.000,Chesapeake,20-29,665,6,0
53,2020-08-22T00:00:00.000,Chesapeake,30-39,665,22,0
54,2020-08-22T00:00:00.000,Chesapeake,40-49,520,37,1
55,2020-08-22T00:00:00.000,Chesapeake,50-59,497,48,1
56,2020-08-22T00:00:00.000,Chesapeake,60-69,370,70,11
57,2020-08-22T00:00:00.000,Chesapeake,70-79,178,51,5
58,2020-08-22T00:00:00.000,Chesapeake,80+,151,48,24
59,2020-08-22T00:00:00.000,Chesapeake,Missing,43,2,0
60,2020-08-22T00:00:00.000,Chesterfield,0-9,203,2,0
61,2020-08-22T00:00:00.000,Chesterfield,10-19,516,2,0
62,2020-08-22T00:00:00.000,Chesterfield,20-29,955,13,0
63,2020-08-22T00:00:00.000,Chesterfield,30-39,1017,21,1
64,2020-08-22T00:00:00.000,Chesterfield,40-49,881,36,3
65,2020-08-22T00:00:00.000,Chesterfield,50-59,710,61,5
66,2020-08-22T00:00:00.000,Chesterfield,60-69,439,70,18
67,2020-08-22T00:00:00.000,Chesterfield,70-79,184,38,25
68,2020-08-22T00:00:00.000,Chesterfield,80+,177,40,50
69,2020-08-22T00:00:00.000,Chesterfield,Missing,124,1,0
70,2020-08-22T00:00:00.000,Chickahominy,0-9,30,0,0
71,2020-08-22T00:00:00.000,Chickahominy,10-19,88,0,0
72,2020-08-22T00:00:00.000,Chickahominy,20-29,175,3,0
73,2020-08-22T00:00:00.000,Chickahominy,30-39,149,3,0
74,2020-08-22T00:00:00.000,Chickahominy,40-49,143,14,1
75,2020-08-22T00:00:00.000,Chickahominy,50-59,205,25,1
76,2020-08-22T00:00:00.000,Chickahominy,60-69,121,26,8
77,2020-08-22T00:00:00.000,Chickahominy,70-79,92,26,7
78,2020-08-22T00:00:00.000,Chickahominy,80+,93,39,29
79,2020-08-22T00:00:00.000,Chickahominy,Missing,18,0,0
80,2020-08-22T00:00:00.000,Crater,0-9,57,2,0
81,2020-08-22T00:00:00.000,Crater,10-19,138,2,0
82,2020-08-22T00:00:00.000,Crater,20-29,472,9,0
