,report_date,health_district,sex,number_of_cases,number_of_hospitalizations,number_of_deaths
0,2020-07-30T00:00:00.000,Alexandria,Female,1432,124,30
1,2020-07-30T00:00:00.000,Alexandria,Male,1339,142,27
2,2020-07-30T00:00:00.000,Alexandria,Not Reported,8,0,0
3,2020-07-30T00:00:00.000,Alleghany,Female,434,13,11
4,2020-07-30T00:00:00.000,Alleghany,Male,377,24,7
5,2020-07-30T00:00:00.000,Alleghany,Not Reported,8,0,0
6,2020-07-30T00:00:00.000,Arlington,Female,1415,193,66
7,2020-07-30T00:00:00.000,Arlington,Male,1455,240,69
8,2020-07-30T00:00:00.000,Arlington,Not Reported,4,0,0
9,2020-07-30T00:00:00.000,Central Shenandoah,Female,1403,103,25
10,2020-07-30T00:00:00.000,Central Shenandoah,Male,1212,100,27
11,2020-07-30T00:00:00.000,Central Shenandoah,Not Reported,3,0,0
12,2020-07-30T00:00:00.000,Central Virginia,Female,500,10,3
13,2020-07-30T00:00:00.000,Central Virginia,Male,454,15,6
14,2020-07-30T00:00:00.000,Central Virginia,Not Reported,3,0,0
15,2020-07-30T00:00:00.000,Chesapeake,Female,1345,107,13
16,2020-07-30T00:00:00.000,Chesapeake,Male,1044,92,14
17,2020-07-30T00:00:00.000,Chesapeake,Not Reported,2,0,0
18,2020-07-30T00:00:00.000,Chesterfield,Female,2057,117,45
19,2020-07-30T00:00:00.000,Chesterfield,Male,2021,124,50
20,2020-07-30T00:00:00.000,Chesterfield,Not Reported,96,0,1
21,2020-07-30T00:00:00.000,Chickahominy,Female,486,63,20
22,2020-07-30T00:00:00.000,Chickahominy,Male,402,61,21
23,2020-07-30T00:00:00.000,Chickahominy,Not Reported,4,0,0
24,2020-07-30T00:00:00.000,Crater,Female,958,106,32
25,2020-07-30T00:00:00.000,Crater,Male,1111,96,23
26,2020-07-30T00:00:00.000,Crater,Not Reported,23,1,0
27,2020-07-30T00:00:00.000,Cumberland Plateau,Female,119,4,0
28,2020-07-30T00:00:00.000,Cumberland Plateau,Male,112,12,1
29,2020-07-30T00:00:00.000,Cumberland Plateau,Not Reported,0,0,0
30,2020-07-30T00:00:00.000,Eastern Shore,Female,684,64,23
31,2020-07-30T00:00:00.000,Eastern Shore,Male,673,58,20
32,2020-07-30T00:00:00.000,Eastern Shore,Not Reported,9,0,0
33,2020-07-30T00:00:00.000,Fairfax,Female,8021,803,260
34,2020-07-30T00:00:00.000,Fairfax,Male,7640,1088,271
35,2020-07-30T00:00:00.000,Fairfax,Not Reported,87,1,1
36,2020-07-30T00:00:00.000,Hampton,Female,549,17,2
37,2020-07-30T00:00:00.000,Hampton,Male,421,32,3
38,2020-07-30T00:00:00.000,Hampton,Not Reported,3,0,0
39,2020-07-30T00:00:00.000,Henrico,Female,1833,145,95
40,2020-07-30T00:00:00.000,Henrico,Male,1662,163,83
41,2020-07-30T00:00:00.000,Henrico,Not Reported,14,0,0
42,2020-07-30T00:00:00.000,Lenowisco,Female,117,13,1
43,2020-07-30T00:00:00.000,Lenowisco,Male,101,16,5
44,2020-07-30T00:00:00.000,Lenowisco,Not Reported,0,0,0
45,2020-07-30T00:00:00.000,Lord Fairfax,Female,1287,100,46
46,2020-07-30T00:00:00.000,Lord Fairfax,Male,1152,113,36
47,2020-07-30T00:00:00.000,Lord Fairfax,Not Reported,7,0,0
48,2020-07-30T00:00:00.000,Loudoun,Female,2495,145,69
49,2020-07-30T00:00:00.000,Loudoun,Male,2462,186,40
50,2020-07-30T00:00:00.000,Loudoun,Not Reported,28,0,0
51,2020-07-30T00:00:00.000,Mount Rogers,Female,622,37,17
52,2020-07-30T00:00:00.000,Mount Rogers,Male,554,75,25
53,2020-07-30T00:00:00.000,Mount Rogers,Not Reported,3,0,0
54,2020-07-30T00:00:00.000,New River,Female,188,8,2
55,2020-07-30T00:00:00.000,New River,Male,223,21,5
56,2020-07-30T00:00:00.000,New River,Not Reported,4,0,0
57,2020-07-30T00:00:00.000,Norfolk,Female,1640,83,10
58,2020-07-30T00:00:00.000,Norfolk,Male,1439,82,12
59,2020-07-30T00:00:00.000,Norfolk,Not Reported,1,0,0
60,2020-07-30T00:00:00.000,Peninsula,Female,1331,77,25
61,2020-07-30T00:00:00.000,Peninsula,Male,1168,81,16
62,2020-07-30T00:00:00.000,Peninsula,Not Reported,10,0,0
63,2020-07-30T00:00:00.000,Piedmont,Female,406,49,7
64,2020-07-30T00:00:00.000,Piedmont,Male,889,67,18
65,2020-07-30T00:00:00.000,Piedmont,Not Reported,5,0,0
66,2020-07-30T00:00:00.000,Pittsylvania-Danville,Female,352,37,5
67,2020-07-30T00:00:00.000,Pittsylvania-Danville,Male,243,23,2
68,2020-07-30T00:00:00.000,Pittsylvania-Danville,Not Reported,5,0,0
69,2020-07-30T00:00:00.000,Portsmouth,Female,752,69,12
70,2020-07-30T00:00:00.000,Portsmouth,Male,662,53,10
71,2020-07-30T00:00:00.000,Portsmouth,Not Reported,3,0,0
72,2020-07-30T00:00:00.000,Prince William,Female,5456,413,85
73,2020-07-30T00:00:00.000,Prince William,Male,5338,524,111
74,2020-07-30T00:00:00.000,Prince William,Not Reported,81,1,0
75,2020-07-30T00:00:00.000,Rappahannock,Female,1678,132,21
76,2020-07-30T00:00:00.000,Rappahannock,Male,1485,150,29
77,2020-07-30T00:00:00.000,Rappahannock,Not Reported,10,1,0
78,2020-07-30T00:00:00.000,Rappahannock Rapidan,Female,915,53,10
79,2020-07-30T00:00:00.000,Rappahannock Rapidan,Male,895,78,16
80,2020-07-30T00:00:00.000,Rappahannock Rapidan,Not Reported,2,0,0
81,2020-07-30T00:00:00.000,Richmond,Female,1415,129,11
82,2020-07-30T00:00:00.000,Richmond,Male,1400,142,25
83,2020-07-30T00:00:00.000,Richmond,Not Reported,42,2,2
84,2020-07-30T00:00:00.000,Roanoke,Female,419,8,7
85,2020-07-30T00:00:00.000,Roanoke,Male,372,10,3
86,2020-07-30T00:00:00.000,Roanoke,Not Reported,14,0,0
87,2020-07-30T00:00:00.000,Southside,Female,332,31,19
88,2020-07-30T00:00:00.000,Southside,Male,294,32,14
89,2020-07-30T00:00:00.000,Southside,Not Reported,4,0,0
90,2020-07-30T00:00:00.000,Thomas Jefferson,Female,902,70,16
91,2020-07-30T00:00:00.000,Thomas Jefferson,Male,782,65,15
92,2020-07-30T00:00:00.000,Thomas Jefferson,Not Reported,1,0,0
93,2020-07-30T00:00:00.000,Three Rivers,Female,327,37,9
94,2020-07-30T00:00:00.000,Three Rivers,Male,616,29,6
95,2020-07-30T00:00:00.000,Three Rivers,Not Reported,21,0,0
96,2020-07-30T00:00:00.000,Virginia Beach,Female,2149,94,20
