,report_date,case_status,number_of_cases,number_of_hospitalizations,number_of_deaths
0,2020-08-26T00:00:00.000,Confirmed,110437,9264,2382
1,2020-08-26T00:00:00.000,Probable,5021,62,133
2,2020-08-25T00:00:00.000,Confirmed,109679,9199,2370
3,2020-08-25T00:00:00.000,Probable,4956,60,124
4,2020-08-24T00:00:00.000,Confirmed,108767,9148,2352
5,2020-08-24T00:00:00.000,Probable,4863,59,119
6,2020-08-23T00:00:00.000,Confirmed,108112,9117,2348
7,2020-08-23T00:00:00.000,Probable,4854,59,119
8,2020-08-22T00:00:00.000,Confirmed,107268,9081,2324
9,2020-08-22T00:00:00.000,Probable,4804,58,119
10,2020-08-21T00:00:00.000,Confirmed,106177,9014,2319
11,2020-08-21T00:00:00.000,Probable,4683,57,117
12,2020-08-20T00:00:00.000,Confirmed,105289,8940,2310
13,2020-08-20T00:00:00.000,Probable,4593,58,117
14,2020-08-19T00:00:00.000,Confirmed,104475,8868,2293
15,2020-08-19T00:00:00.000,Probable,4544,57,117
16,2020-08-18T00:00:00.000,Confirmed,103809,8793,2278
17,2020-08-18T00:00:00.000,Probable,4473,56,118
18,2020-08-17T00:00:00.000,Confirmed,103016,8713,2268
19,2020-08-17T00:00:00.000,Probable,4405,54,117
20,2020-08-16T00:00:00.000,Confirmed,102299,8682,2266
21,2020-08-16T00:00:00.000,Probable,4388,55,115
22,2020-08-15T00:00:00.000,Confirmed,101448,8648,2265
23,2020-08-15T00:00:00.000,Probable,4302,53,116
24,2020-08-14T00:00:00.000,Confirmed,100603,8597,2255
25,2020-08-14T00:00:00.000,Probable,4235,53,115
26,2020-08-13T00:00:00.000,Confirmed,99428,8540,2248
27,2020-08-13T00:00:00.000,Probable,4194,52,115
28,2020-08-12T00:00:00.000,Confirmed,98374,8480,2238
29,2020-08-12T00:00:00.000,Probable,4147,52,114
30,2020-08-11T00:00:00.000,Confirmed,97712,8407,2232
31,2020-08-11T00:00:00.000,Probable,4033,51,112
32,2020-08-10T00:00:00.000,Confirmed,96807,8341,2215
33,2020-08-10T00:00:00.000,Probable,3942,50,112
34,2020-08-09T00:00:00.000,Confirmed,96167,8319,2214
35,2020-08-09T00:00:00.000,Probable,3919,50,112
36,2020-08-08T00:00:00.000,Confirmed,95326,8282,2211
37,2020-08-08T00:00:00.000,Probable,3863,50,111
38,2020-08-07T00:00:00.000,Confirmed,94141,8231,2208
39,2020-08-07T00:00:00.000,Probable,3741,50,109
40,2020-08-06T00:00:00.000,Confirmed,92244,8135,2191
41,2020-08-06T00:00:00.000,Probable,3623,48,108
42,2020-08-05T00:00:00.000,Confirmed,91473,8077,2164
43,2020-08-05T00:00:00.000,Probable,3576,49,110
44,2020-08-04T00:00:00.000,Confirmed,90728,8037,2134
45,2020-08-04T00:00:00.000,Probable,3523,48,110
46,2020-08-03T00:00:00.000,Confirmed,89602,7970,2108
47,2020-08-03T00:00:00.000,Probable,3504,48,110
48,2020-08-02T00:00:00.000,Confirmed,88324,7907,2108
49,2020-08-02T00:00:00.000,Probable,3458,48,110
50,2020-08-01T00:00:00.000,Confirmed,87367,7862,2105
51,2020-08-01T00:00:00.000,Probable,3434,48,110
52,2020-07-31T00:00:00.000,Confirmed,86501,7820,2067
53,2020-07-31T00:00:00.000,Probable,3387,46,107
54,2020-07-30T00:00:00.000,Confirmed,85546,7740,2035
55,2020-07-30T00:00:00.000,Probable,3358,46,106
56,2020-07-29T00:00:00.000,Confirmed,84700,7692,2020
57,2020-07-29T00:00:00.000,Probable,3293,46,105
58,2020-07-28T00:00:00.000,Confirmed,83732,7640,1991
59,2020-07-28T00:00:00.000,Probable,3262,46,104
60,2020-07-27T00:00:00.000,Confirmed,82871,7600,1978
61,2020-07-27T00:00:00.000,Probable,3201,47,104
62,2020-07-26T00:00:00.000,Confirmed,81393,7546,1975
63,2020-07-26T00:00:00.000,Probable,3174,47,103
64,2020-07-25T00:00:00.000,Confirmed,80480,7524,1972
65,2020-07-25T00:00:00.000,Probable,3129,46,103
66,2020-07-24T00:00:00.000,Confirmed,79253,7472,1964
67,2020-07-24T00:00:00.000,Probable,3111,43,103
68,2020-07-23T00:00:00.000,Confirmed,78182,7394,1951
69,2020-07-23T00:00:00.000,Probable,3055,43,103
70,2020-07-22T00:00:00.000,Confirmed,77380,7307,1948
71,2020-07-22T00:00:00.000,Probable,3013,44,103
72,2020-07-21T00:00:00.000,Confirmed,76427,7223,1945
73,2020-07-21T00:00:00.000,Probable,2944,44,103
74,2020-07-20T00:00:00.000,Confirmed,75415,7157,1927
75,2020-07-20T00:00:00.000,Probable,2960,44,104
76,2020-07-19T00:00:00.000,Confirmed,74490,7121,1923
77,2020-07-19T00:00:00.000,Probable,2940,44,104
78,2020-07-18T00:00:00.000,Confirmed,73420,7102,1921
79,2020-07-18T00:00:00.000,Probable,2953,45,104
80,2020-07-17T00:00:00.000,Confirmed,72516,7040,1909
