,report_date,health_district,age_group,number_of_cases,number_of_hospitalizations,number_of_deaths
0,2020-08-15T00:00:00.000,Alexandria,0-9,172,2,0
1,2020-08-15T00:00:00.000,Alexandria,10-19,226,5,0
2,2020-08-15T00:00:00.000,Alexandria,20-29,560,11,1
3,2020-08-15T00:00:00.000,Alexandria,30-39,701,34,0
4,2020-08-15T00:00:00.000,Alexandria,40-49,561,45,0
5,2020-08-15T00:00:00.000,Alexandria,50-59,389,56,12
6,2020-08-15T00:00:00.000,Alexandria,60-69,245,56,3
7,2020-08-15T00:00:00.000,Alexandria,70-79,111,42,18
8,2020-08-15T00:00:00.000,Alexandria,80+,106,32,27
9,2020-08-15T00:00:00.000,Alexandria,Missing,11,0,0
10,2020-08-15T00:00:00.000,Alleghany,0-9,31,0,0
11,2020-08-15T00:00:00.000,Alleghany,10-19,122,0,0
12,2020-08-15T00:00:00.000,Alleghany,20-29,178,1,0
13,2020-08-15T00:00:00.000,Alleghany,30-39,135,3,0
14,2020-08-15T00:00:00.000,Alleghany,40-49,141,3,0
15,2020-08-15T00:00:00.000,Alleghany,50-59,149,10,1
16,2020-08-15T00:00:00.000,Alleghany,60-69,94,11,1
17,2020-08-15T00:00:00.000,Alleghany,70-79,90,11,10
18,2020-08-15T00:00:00.000,Alleghany,80+,48,12,6
19,2020-08-15T00:00:00.000,Alleghany,Missing,3,0,0
20,2020-08-15T00:00:00.000,Arlington,0-9,71,2,0
21,2020-08-15T00:00:00.000,Arlington,10-19,162,5,0
22,2020-08-15T00:00:00.000,Arlington,20-29,679,22,0
23,2020-08-15T00:00:00.000,Arlington,30-39,598,43,0
24,2020-08-15T00:00:00.000,Arlington,40-49,516,53,8
25,2020-08-15T00:00:00.000,Arlington,50-59,443,70,6
26,2020-08-15T00:00:00.000,Arlington,60-69,322,83,19
27,2020-08-15T00:00:00.000,Arlington,70-79,185,73,32
28,2020-08-15T00:00:00.000,Arlington,80+,206,85,70
29,2020-08-15T00:00:00.000,Arlington,Missing,14,1,0
30,2020-08-15T00:00:00.000,Central Shenandoah,0-9,88,0,0
31,2020-08-15T00:00:00.000,Central Shenandoah,10-19,171,1,0
32,2020-08-15T00:00:00.000,Central Shenandoah,20-29,574,11,0
33,2020-08-15T00:00:00.000,Central Shenandoah,30-39,423,8,0
34,2020-08-15T00:00:00.000,Central Shenandoah,40-49,472,16,0
35,2020-08-15T00:00:00.000,Central Shenandoah,50-59,482,41,5
36,2020-08-15T00:00:00.000,Central Shenandoah,60-69,351,51,15
37,2020-08-15T00:00:00.000,Central Shenandoah,70-79,179,53,18
38,2020-08-15T00:00:00.000,Central Shenandoah,80+,154,40,22
39,2020-08-15T00:00:00.000,Central Shenandoah,Missing,2,0,0
40,2020-08-15T00:00:00.000,Central Virginia,0-9,45,0,0
41,2020-08-15T00:00:00.000,Central Virginia,10-19,173,2,0
42,2020-08-15T00:00:00.000,Central Virginia,20-29,399,3,0
43,2020-08-15T00:00:00.000,Central Virginia,30-39,222,8,0
44,2020-08-15T00:00:00.000,Central Virginia,40-49,223,3,0
45,2020-08-15T00:00:00.000,Central Virginia,50-59,259,7,4
46,2020-08-15T00:00:00.000,Central Virginia,60-69,169,19,2
47,2020-08-15T00:00:00.000,Central Virginia,70-79,105,14,5
48,2020-08-15T00:00:00.000,Central Virginia,80+,72,10,6
49,2020-08-15T00:00:00.000,Central Virginia,Missing,1,0,0
50,2020-08-15T00:00:00.000,Chesapeake,0-9,102,1,0
51,2020-08-15T00:00:00.000,Chesapeake,10-19,236,2,0
52,2020-08-15T00:00:00.000,Chesapeake,20-29,629,6,0
53,2020-08-15T00:00:00.000,Chesapeake,30-39,615,20,0
54,2020-08-15T00:00:00.000,Chesapeake,40-49,479,34,1
55,2020-08-15T00:00:00.000,Chesapeake,50-59,457,45,1
56,2020-08-15T00:00:00.000,Chesapeake,60-69,331,56,10
57,2020-08-15T00:00:00.000,Chesapeake,70-79,165,47,5
58,2020-08-15T00:00:00.000,Chesapeake,80+,142,41,24
59,2020-08-15T00:00:00.000,Chesapeake,Missing,41,1,0
60,2020-08-15T00:00:00.000,Chesterfield,0-9,194,2,0
61,2020-08-15T00:00:00.000,Chesterfield,10-19,486,2,0
62,2020-08-15T00:00:00.000,Chesterfield,20-29,909,12,2
63,2020-08-15T00:00:00.000,Chesterfield,30-39,970,18,2
64,2020-08-15T00:00:00.000,Chesterfield,40-49,846,34,3
65,2020-08-15T00:00:00.000,Chesterfield,50-59,673,57,5
66,2020-08-15T00:00:00.000,Chesterfield,60-69,413,68,20
67,2020-08-15T00:00:00.000,Chesterfield,70-79,177,36,25
68,2020-08-15T00:00:00.000,Chesterfield,80+,173,37,49
69,2020-08-15T00:00:00.000,Chesterfield,Missing,121,1,0
70,2020-08-15T00:00:00.000,Chickahominy,0-9,26,0,0
71,2020-08-15T00:00:00.000,Chickahominy,10-19,86,0,0
72,2020-08-15T00:00:00.000,Chickahominy,20-29,169,3,0
73,2020-08-15T00:00:00.000,Chickahominy,30-39,145,3,0
74,2020-08-15T00:00:00.000,Chickahominy,40-49,137,14,1
75,2020-08-15T00:00:00.000,Chickahominy,50-59,186,25,1
76,2020-08-15T00:00:00.000,Chickahominy,60-69,115,26,8
77,2020-08-15T00:00:00.000,Chickahominy,70-79,84,24,7
78,2020-08-15T00:00:00.000,Chickahominy,80+,89,38,29
79,2020-08-15T00:00:00.000,Chickahominy,Missing,17,0,0
80,2020-08-15T00:00:00.000,Crater,0-9,51,2,0
81,2020-08-15T00:00:00.000,Crater,10-19,130,2,0
82,2020-08-15T00:00:00.000,Crater,20-29,443,9,0
83,2020-08-15T00:00:00.000,Crater,30-39,467,9,0
84,2020-08-15T00:00:00.000,Crater,40-49,386,23,1
85,2020-08-15T00:00:00.000,Crater,50-59,437,44,4
86,2020-08-15T00:00:00.000,Crater,60-69,340,58,19
87,2020-08-15T00:00:00.000,Crater,70-79,198,46,23
88,2020-08-15T00:00:00.000,Crater,80+,154,35,23
89,2020-08-15T00:00:00.000,Crater,Missing,27,0,0
90,2020-08-15T00:00:00.000,Cumberland Plateau,0-9,15,0,0
91,2020-08-15T00:00:00.000,Cumberland Plateau,10-19,52,1,0
92,2020-08-15T00:00:00.000,Cumberland Plateau,20-29,56,0,0
93,2020-08-15T00:00:00.000,Cumberland Plateau,30-39,51,2,0
94,2020-08-15T00:00:00.000,Cumberland Plateau,40-49,58,3,0
95,2020-08-15T00:00:00.000,Cumberland Plateau,50-59,73,7,0
96,2020-08-15T00:00:00.000,Cumberland Plateau,60-69,51,10,2
97,2020-08-15T00:00:00.000,Cumberland Plateau,70-79,30,3,0
98,2020-08-15T00:00:00.000,Cumberland Plateau,80+,24,7,3
99,2020-08-15T00:00:00.000,Cumberland Plateau,Missing,0,0,0
100,2020-08-15T00:00:00.000,Eastern Shore,0-9,26,3,0
101,2020-08-15T00:00:00.000,Eastern Shore,10-19,68,1,0
102,2020-08-15T00:00:00.000,Eastern Shore,20-29,210,6,0
103,2020-08-15T00:00:00.000,Eastern Shore,30-39,248,11,0
104,2020-08-15T00:00:00.000,Eastern Shore,40-49,260,13,2
105,2020-08-15T00:00:00.000,Eastern Shore,50-59,290,23,5
106,2020-08-15T00:00:00.000,Eastern Shore,60-69,197,31,8
107,2020-08-15T00:00:00.000,Eastern Shore,70-79,59,22,12
108,2020-08-15T00:00:00.000,Eastern Shore,80+,54,25,19
109,2020-08-15T00:00:00.000,Eastern Shore,Missing,6,0,0
110,2020-08-15T00:00:00.000,Fairfax,0-9,629,24,0
111,2020-08-15T00:00:00.000,Fairfax,10-19,1183,34,0
112,2020-08-15T00:00:00.000,Fairfax,20-29,2883,100,3
113,2020-08-15T00:00:00.000,Fairfax,30-39,3265,214,7
114,2020-08-15T00:00:00.000,Fairfax,40-49,3059,313,12
115,2020-08-15T00:00:00.000,Fairfax,50-59,2611,354,34
116,2020-08-15T00:00:00.000,Fairfax,60-69,1621,358,67
117,2020-08-15T00:00:00.000,Fairfax,70-79,749,262,119
118,2020-08-15T00:00:00.000,Fairfax,80+,862,322,304
119,2020-08-15T00:00:00.000,Fairfax,Missing,180,6,0
120,2020-08-15T00:00:00.000,Hampton,0-9,32,0,0
121,2020-08-15T00:00:00.000,Hampton,10-19,80,0,0
122,2020-08-15T00:00:00.000,Hampton,20-29,354,3,0
123,2020-08-15T00:00:00.000,Hampton,30-39,241,3,0
124,2020-08-15T00:00:00.000,Hampton,40-49,194,7,0
125,2020-08-15T00:00:00.000,Hampton,50-59,182,12,1
126,2020-08-15T00:00:00.000,Hampton,60-69,116,11,3
127,2020-08-15T00:00:00.000,Hampton,70-79,67,13,3
128,2020-08-15T00:00:00.000,Hampton,80+,27,4,2
129,2020-08-15T00:00:00.000,Hampton,Missing,28,0,0
130,2020-08-15T00:00:00.000,Henrico,0-9,155,4,0
131,2020-08-15T00:00:00.000,Henrico,10-19,315,5,0
132,2020-08-15T00:00:00.000,Henrico,20-29,682,19,0
133,2020-08-15T00:00:00.000,Henrico,30-39,731,21,0
134,2020-08-15T00:00:00.000,Henrico,40-49,603,39,2
135,2020-08-15T00:00:00.000,Henrico,50-59,523,60,11
136,2020-08-15T00:00:00.000,Henrico,60-69,381,62,37
137,2020-08-15T00:00:00.000,Henrico,70-79,268,58,46
138,2020-08-15T00:00:00.000,Henrico,80+,366,82,90
139,2020-08-15T00:00:00.000,Henrico,Missing,44,1,1
140,2020-08-15T00:00:00.000,Lenowisco,0-9,23,0,0
141,2020-08-15T00:00:00.000,Lenowisco,10-19,54,0,0
142,2020-08-15T00:00:00.000,Lenowisco,20-29,61,0,0
143,2020-08-15T00:00:00.000,Lenowisco,30-39,80,3,1
144,2020-08-15T00:00:00.000,Lenowisco,40-49,69,5,0
145,2020-08-15T00:00:00.000,Lenowisco,50-59,74,8,1
