Event Date,Health Planning Region,Case Status,Number of Cases,Number of Hospitalizations,Number of Deaths
5/21/2020,Central,Confirmed,3,0,0
5/21/2020,Eastern,Confirmed,1,0,0
5/21/2020,Northern,Confirmed,4,0,2
5/21/2020,Northwest,Confirmed,9,0,0
5/20/2020,Central,Confirmed,10,3,0
5/20/2020,Eastern,Confirmed,3,0,0
5/20/2020,Northern,Confirmed,10,2,4
5/20/2020,Northern,Probable,3,0,0
5/20/2020,Northwest,Confirmed,23,3,0
5/20/2020,Northwest,Probable,3,0,0
5/20/2020,Southwest,Probable,2,0,0
5/19/2020,Central,Confirmed,71,1,1
5/19/2020,Eastern,Confirmed,16,1,2
5/19/2020,Northern,Confirmed,27,5,5
5/19/2020,Northwest,Confirmed,15,6,0
5/19/2020,Northwest,Probable,4,1,0
5/19/2020,Southwest,Confirmed,1,0,0
5/19/2020,Southwest,Probable,1,0,0
5/18/2020,Central,Confirmed,76,3,1
5/18/2020,Eastern,Confirmed,18,2,2
5/18/2020,Eastern,Probable,1,0,0
5/18/2020,Northern,Confirmed,194,14,6
5/18/2020,Northern,Probable,1,0,0
5/18/2020,Northwest,Confirmed,44,4,0
5/18/2020,Northwest,Probable,6,0,0
5/18/2020,Southwest,Confirmed,19,2,1
5/17/2020,Central,Confirmed,62,5,1
5/17/2020,Eastern,Confirmed,18,6,2
5/17/2020,Northern,Confirmed,154,25,9
5/17/2020,Northwest,Confirmed,28,5,1
5/17/2020,Northwest,Probable,13,0,0
5/17/2020,Southwest,Confirmed,10,1,0
5/16/2020,Central,Confirmed,81,2,2
5/16/2020,Eastern,Confirmed,17,2,1
5/16/2020,Northern,Confirmed,238,20,12
5/16/2020,Northern,Probable,4,0,0
5/16/2020,Northwest,Confirmed,81,4,4
5/16/2020,Northwest,Probable,9,0,0
5/16/2020,Southwest,Confirmed,5,0,0
5/15/2020,Central,Confirmed,107,5,2
5/15/2020,Central,Probable,2,0,0
5/15/2020,Eastern,Confirmed,44,1,2
5/15/2020,Northern,Confirmed,342,21,3
5/15/2020,Northern,Probable,5,0,0
5/15/2020,Northwest,Confirmed,115,5,2
5/15/2020,Northwest,Probable,16,0,0
5/15/2020,Southwest,Confirmed,18,0,0
5/14/2020,Central,Confirmed,117,7,1
5/14/2020,Eastern,Confirmed,51,2,1
5/14/2020,Eastern,Probable,2,0,0
5/14/2020,Northern,Confirmed,413,25,9
5/14/2020,Northern,Probable,4,1,1
5/14/2020,Northwest,Confirmed,76,11,0
5/14/2020,Northwest,Probable,5,0,0
5/14/2020,Southwest,Confirmed,11,0,0
5/13/2020,Central,Confirmed,166,3,1
5/13/2020,Eastern,Confirmed,56,4,2
5/13/2020,Northern,Confirmed,447,25,6
5/13/2020,Northern,Probable,13,0,1
5/13/2020,Northwest,Confirmed,96,3,0
5/13/2020,Northwest,Probable,4,0,0
5/13/2020,Southwest,Confirmed,19,3,0
5/13/2020,Southwest,Probable,1,0,0
5/12/2020,Central,Confirmed,208,4,1
5/12/2020,Eastern,Confirmed,103,5,4
5/12/2020,Eastern,Probable,2,1,0
5/12/2020,Northern,Confirmed,454,33,10
5/12/2020,Northern,Probable,11,0,0
5/12/2020,Northwest,Confirmed,103,7,1
5/12/2020,Northwest,Probable,10,0,0
5/12/2020,Southwest,Confirmed,33,1,1
5/11/2020,Central,Confirmed,112,9,2
5/11/2020,Eastern,Confirmed,45,2,3
5/11/2020,Eastern,Probable,1,0,0
5/11/2020,Northern,Confirmed,522,36,19
5/11/2020,Northern,Probable,16,1,0
5/11/2020,Northwest,Confirmed,102,8,4
5/11/2020,Northwest,Probable,5,0,0
5/11/2020,Southwest,Confirmed,19,1,2
5/11/2020,Southwest,Probable,1,0,0
5/10/2020,Central,Confirmed,90,5,2
5/10/2020,Eastern,Confirmed,26,6,2
5/10/2020,Eastern,Probable,1,0,0
5/10/2020,Northern,Confirmed,239,37,16
5/10/2020,Northern,Probable,9,0,0
5/10/2020,Northwest,Confirmed,75,8,3
5/10/2020,Northwest,Probable,5,0,0
5/10/2020,Southwest,Confirmed,16,4,0
5/9/2020,Central,Confirmed,68,5,1
5/9/2020,Eastern,Confirmed,64,4,3
5/9/2020,Eastern,Probable,1,0,0
5/9/2020,Northern,Confirmed,278,40,13
5/9/2020,Northern,Probable,13,0,0
5/9/2020,Northwest,Confirmed,84,10,0
5/9/2020,Northwest,Probable,8,0,0
5/9/2020,Southwest,Confirmed,14,0,0
5/8/2020,Central,Confirmed,147,9,5
5/8/2020,Eastern,Confirmed,68,2,3
5/8/2020,Eastern,Probable,2,0,0
5/8/2020,Northern,Confirmed,505,42,17
5/8/2020,Northern,Probable,12,0,0
5/8/2020,Northwest,Confirmed,90,9,2
5/8/2020,Northwest,Probable,11,0,0
5/8/2020,Southwest,Confirmed,21,1,1
5/7/2020,Central,Confirmed,112,7,1
5/7/2020,Eastern,Confirmed,64,3,4
5/7/2020,Eastern,Probable,3,0,0
5/7/2020,Northern,Confirmed,427,42,19
5/7/2020,Northern,Probable,17,0,0
5/7/2020,Northwest,Confirmed,98,8,4
5/7/2020,Northwest,Probable,3,0,0
5/7/2020,Southwest,Confirmed,26,0,0
5/6/2020,Central,Confirmed,88,9,1
5/6/2020,Eastern,Confirmed,94,5,5
5/6/2020,Eastern,Probable,8,0,0
5/6/2020,Northern,Confirmed,533,49,8
5/6/2020,Northern,Probable,25,0,1
5/6/2020,Northwest,Confirmed,68,9,5
5/6/2020,Northwest,Probable,10,0,0
5/6/2020,Southwest,Confirmed,19,1,1
5/5/2020,Central,Confirmed,113,11,4
5/5/2020,Eastern,Confirmed,142,5,7
5/5/2020,Eastern,Probable,2,0,0
5/5/2020,Northern,Confirmed,466,49,19
5/5/2020,Northern,Probable,21,0,0
5/5/2020,Northwest,Confirmed,88,6,3
5/5/2020,Northwest,Probable,7,0,1
5/5/2020,Southwest,Confirmed,20,1,0
5/4/2020,Central,Confirmed,126,7,2
5/4/2020,Central,Probable,1,0,0
5/4/2020,Eastern,Confirmed,127,9,2
5/4/2020,Eastern,Probable,2,0,0
5/4/2020,Northern,Confirmed,560,59,12
5/4/2020,Northern,Probable,32,1,0
5/4/2020,Northwest,Confirmed,113,12,4
5/4/2020,Northwest,Probable,5,0,0
5/4/2020,Southwest,Confirmed,21,3,1
5/3/2020,Central,Confirmed,65,11,1
5/3/2020,Eastern,Confirmed,35,7,3
5/3/2020,Eastern,Probable,2,0,0
5/3/2020,Northern,Confirmed,318,54,12
5/3/2020,Northern,Probable,15,0,2
5/3/2020,Northwest,Confirmed,84,14,3
