,report_date,case_status,number_of_cases,number_of_hospitalizations,number_of_deaths
0,2020-08-10T00:00:00.000,Confirmed,96807,8341,2215
1,2020-08-10T00:00:00.000,Probable,3942,50,112
2,2020-08-09T00:00:00.000,Confirmed,96167,8319,2214
3,2020-08-09T00:00:00.000,Probable,3919,50,112
4,2020-08-08T00:00:00.000,Confirmed,95326,8282,2211
5,2020-08-08T00:00:00.000,Probable,3863,50,111
6,2020-08-07T00:00:00.000,Confirmed,94141,8231,2208
7,2020-08-07T00:00:00.000,Probable,3741,50,109
8,2020-08-06T00:00:00.000,Confirmed,92244,8135,2191
9,2020-08-06T00:00:00.000,Probable,3623,48,108
10,2020-08-05T00:00:00.000,Confirmed,91473,8077,2164
11,2020-08-05T00:00:00.000,Probable,3576,49,110
12,2020-08-04T00:00:00.000,Confirmed,90728,8037,2134
13,2020-08-04T00:00:00.000,Probable,3523,48,110
14,2020-08-03T00:00:00.000,Confirmed,89602,7970,2108
15,2020-08-03T00:00:00.000,Probable,3504,48,110
16,2020-08-02T00:00:00.000,Confirmed,88324,7907,2108
17,2020-08-02T00:00:00.000,Probable,3458,48,110
18,2020-08-01T00:00:00.000,Confirmed,87367,7862,2105
19,2020-08-01T00:00:00.000,Probable,3434,48,110
20,2020-07-31T00:00:00.000,Confirmed,86501,7820,2067
21,2020-07-31T00:00:00.000,Probable,3387,46,107
22,2020-07-30T00:00:00.000,Confirmed,85546,7740,2035
23,2020-07-30T00:00:00.000,Probable,3358,46,106
24,2020-07-29T00:00:00.000,Confirmed,84700,7692,2020
25,2020-07-29T00:00:00.000,Probable,3293,46,105
26,2020-07-28T00:00:00.000,Confirmed,83732,7640,1991
27,2020-07-28T00:00:00.000,Probable,3262,46,104
28,2020-07-27T00:00:00.000,Confirmed,82871,7600,1978
29,2020-07-27T00:00:00.000,Probable,3201,47,104
30,2020-07-26T00:00:00.000,Confirmed,81393,7546,1975
31,2020-07-26T00:00:00.000,Probable,3174,47,103
32,2020-07-25T00:00:00.000,Confirmed,80480,7524,1972
33,2020-07-25T00:00:00.000,Probable,3129,46,103
34,2020-07-24T00:00:00.000,Confirmed,79253,7472,1964
35,2020-07-24T00:00:00.000,Probable,3111,43,103
36,2020-07-23T00:00:00.000,Confirmed,78182,7394,1951
37,2020-07-23T00:00:00.000,Probable,3055,43,103
38,2020-07-22T00:00:00.000,Confirmed,77380,7307,1948
39,2020-07-22T00:00:00.000,Probable,3013,44,103
40,2020-07-21T00:00:00.000,Confirmed,76427,7223,1945
41,2020-07-21T00:00:00.000,Probable,2944,44,103
42,2020-07-20T00:00:00.000,Confirmed,75415,7157,1927
43,2020-07-20T00:00:00.000,Probable,2960,44,104
44,2020-07-19T00:00:00.000,Confirmed,74490,7121,1923
45,2020-07-19T00:00:00.000,Probable,2940,44,104
46,2020-07-18T00:00:00.000,Confirmed,73420,7102,1921
47,2020-07-18T00:00:00.000,Probable,2953,45,104
48,2020-07-17T00:00:00.000,Confirmed,72516,7040,1909
49,2020-07-17T00:00:00.000,Probable,2917,47,104
50,2020-07-16T00:00:00.000,Confirmed,71570,6975,1903
51,2020-07-16T00:00:00.000,Probable,2861,45,104
52,2020-07-15T00:00:00.000,Confirmed,70669,6859,1882
53,2020-07-15T00:00:00.000,Probable,2858,46,110
54,2020-07-14T00:00:00.000,Confirmed,69610,6771,1870
55,2020-07-14T00:00:00.000,Probable,2833,46,107
56,2020-07-13T00:00:00.000,Confirmed,68814,6720,1861
57,2020-07-13T00:00:00.000,Probable,2828,45,107
58,2020-07-12T00:00:00.000,Confirmed,67830,6699,1859
59,2020-07-12T00:00:00.000,Probable,2840,45,107
60,2020-07-11T00:00:00.000,Confirmed,66963,6663,1857
61,2020-07-11T00:00:00.000,Probable,2819,44,105
62,2020-07-10T00:00:00.000,Confirmed,66095,6632,1853
63,2020-07-10T00:00:00.000,Probable,2836,43,105
64,2020-07-09T00:00:00.000,Confirmed,65191,6582,1832
65,2020-07-09T00:00:00.000,Probable,2797,43,105
