,report_date,health_district,age_group,number_of_cases,number_of_hospitalizations,number_of_deaths
0,2020-08-18T00:00:00.000,Alexandria,0-9,174,2,0
1,2020-08-18T00:00:00.000,Alexandria,10-19,230,5,0
2,2020-08-18T00:00:00.000,Alexandria,20-29,568,11,1
3,2020-08-18T00:00:00.000,Alexandria,30-39,724,35,0
4,2020-08-18T00:00:00.000,Alexandria,40-49,569,45,0
5,2020-08-18T00:00:00.000,Alexandria,50-59,402,59,12
6,2020-08-18T00:00:00.000,Alexandria,60-69,247,56,3
7,2020-08-18T00:00:00.000,Alexandria,70-79,114,42,18
8,2020-08-18T00:00:00.000,Alexandria,80+,107,32,27
9,2020-08-18T00:00:00.000,Alexandria,Missing,11,0,0
10,2020-08-18T00:00:00.000,Alleghany,0-9,32,0,0
11,2020-08-18T00:00:00.000,Alleghany,10-19,125,0,0
12,2020-08-18T00:00:00.000,Alleghany,20-29,183,1,0
13,2020-08-18T00:00:00.000,Alleghany,30-39,140,4,0
14,2020-08-18T00:00:00.000,Alleghany,40-49,146,4,0
15,2020-08-18T00:00:00.000,Alleghany,50-59,150,10,1
16,2020-08-18T00:00:00.000,Alleghany,60-69,97,11,1
17,2020-08-18T00:00:00.000,Alleghany,70-79,91,12,10
18,2020-08-18T00:00:00.000,Alleghany,80+,48,12,6
19,2020-08-18T00:00:00.000,Alleghany,Missing,3,0,0
20,2020-08-18T00:00:00.000,Arlington,0-9,76,2,0
21,2020-08-18T00:00:00.000,Arlington,10-19,166,5,0
22,2020-08-18T00:00:00.000,Arlington,20-29,705,22,0
23,2020-08-18T00:00:00.000,Arlington,30-39,610,43,0
24,2020-08-18T00:00:00.000,Arlington,40-49,528,53,8
25,2020-08-18T00:00:00.000,Arlington,50-59,451,70,6
26,2020-08-18T00:00:00.000,Arlington,60-69,323,83,19
27,2020-08-18T00:00:00.000,Arlington,70-79,185,74,32
28,2020-08-18T00:00:00.000,Arlington,80+,206,85,70
29,2020-08-18T00:00:00.000,Arlington,Missing,14,1,0
30,2020-08-18T00:00:00.000,Central Shenandoah,0-9,92,0,0
31,2020-08-18T00:00:00.000,Central Shenandoah,10-19,179,1,0
32,2020-08-18T00:00:00.000,Central Shenandoah,20-29,584,11,0
33,2020-08-18T00:00:00.000,Central Shenandoah,30-39,427,8,0
34,2020-08-18T00:00:00.000,Central Shenandoah,40-49,484,17,0
35,2020-08-18T00:00:00.000,Central Shenandoah,50-59,488,42,5
36,2020-08-18T00:00:00.000,Central Shenandoah,60-69,355,51,15
37,2020-08-18T00:00:00.000,Central Shenandoah,70-79,183,57,18
38,2020-08-18T00:00:00.000,Central Shenandoah,80+,158,42,22
39,2020-08-18T00:00:00.000,Central Shenandoah,Missing,2,0,0
40,2020-08-18T00:00:00.000,Central Virginia,0-9,49,0,0
41,2020-08-18T00:00:00.000,Central Virginia,10-19,184,2,0
42,2020-08-18T00:00:00.000,Central Virginia,20-29,424,3,0
43,2020-08-18T00:00:00.000,Central Virginia,30-39,238,9,0
44,2020-08-18T00:00:00.000,Central Virginia,40-49,234,3,0
45,2020-08-18T00:00:00.000,Central Virginia,50-59,278,7,4
46,2020-08-18T00:00:00.000,Central Virginia,60-69,178,19,2
47,2020-08-18T00:00:00.000,Central Virginia,70-79,113,15,5
48,2020-08-18T00:00:00.000,Central Virginia,80+,75,11,6
49,2020-08-18T00:00:00.000,Central Virginia,Missing,1,0,0
50,2020-08-18T00:00:00.000,Chesapeake,0-9,107,1,0
51,2020-08-18T00:00:00.000,Chesapeake,10-19,247,2,0
52,2020-08-18T00:00:00.000,Chesapeake,20-29,647,6,0
53,2020-08-18T00:00:00.000,Chesapeake,30-39,643,22,0
54,2020-08-18T00:00:00.000,Chesapeake,40-49,500,35,1
55,2020-08-18T00:00:00.000,Chesapeake,50-59,473,47,1
56,2020-08-18T00:00:00.000,Chesapeake,60-69,347,63,10
57,2020-08-18T00:00:00.000,Chesapeake,70-79,169,47,5
58,2020-08-18T00:00:00.000,Chesapeake,80+,146,43,24
59,2020-08-18T00:00:00.000,Chesapeake,Missing,40,2,0
60,2020-08-18T00:00:00.000,Chesterfield,0-9,196,2,0
61,2020-08-18T00:00:00.000,Chesterfield,10-19,492,2,0
62,2020-08-18T00:00:00.000,Chesterfield,20-29,927,12,2
63,2020-08-18T00:00:00.000,Chesterfield,30-39,994,18,2
64,2020-08-18T00:00:00.000,Chesterfield,40-49,863,34,3
65,2020-08-18T00:00:00.000,Chesterfield,50-59,688,58,5
66,2020-08-18T00:00:00.000,Chesterfield,60-69,427,68,20
67,2020-08-18T00:00:00.000,Chesterfield,70-79,179,37,25
68,2020-08-18T00:00:00.000,Chesterfield,80+,173,38,50
69,2020-08-18T00:00:00.000,Chesterfield,Missing,121,1,0
70,2020-08-18T00:00:00.000,Chickahominy,0-9,28,0,0
71,2020-08-18T00:00:00.000,Chickahominy,10-19,87,0,0
72,2020-08-18T00:00:00.000,Chickahominy,20-29,171,3,0
73,2020-08-18T00:00:00.000,Chickahominy,30-39,148,3,0
74,2020-08-18T00:00:00.000,Chickahominy,40-49,141,14,1
75,2020-08-18T00:00:00.000,Chickahominy,50-59,193,25,1
76,2020-08-18T00:00:00.000,Chickahominy,60-69,117,26,8
77,2020-08-18T00:00:00.000,Chickahominy,70-79,87,25,7
78,2020-08-18T00:00:00.000,Chickahominy,80+,91,39,29
79,2020-08-18T00:00:00.000,Chickahominy,Missing,17,0,0
80,2020-08-18T00:00:00.000,Crater,0-9,53,2,0
81,2020-08-18T00:00:00.000,Crater,10-19,133,2,0
82,2020-08-18T00:00:00.000,Crater,20-29,451,9,0
83,2020-08-18T00:00:00.000,Crater,30-39,477,9,0
84,2020-08-18T00:00:00.000,Crater,40-49,390,23,1
85,2020-08-18T00:00:00.000,Crater,50-59,446,48,4
86,2020-08-18T00:00:00.000,Crater,60-69,346,58,19
87,2020-08-18T00:00:00.000,Crater,70-79,203,47,23
88,2020-08-18T00:00:00.000,Crater,80+,158,35,23
89,2020-08-18T00:00:00.000,Crater,Missing,27,0,0
90,2020-08-18T00:00:00.000,Cumberland Plateau,0-9,17,0,0
91,2020-08-18T00:00:00.000,Cumberland Plateau,10-19,53,1,0
92,2020-08-18T00:00:00.000,Cumberland Plateau,20-29,61,0,0
93,2020-08-18T00:00:00.000,Cumberland Plateau,30-39,54,2,0
94,2020-08-18T00:00:00.000,Cumberland Plateau,40-49,62,3,0
95,2020-08-18T00:00:00.000,Cumberland Plateau,50-59,74,7,0
96,2020-08-18T00:00:00.000,Cumberland Plateau,60-69,54,10,2
97,2020-08-18T00:00:00.000,Cumberland Plateau,70-79,33,4,0
98,2020-08-18T00:00:00.000,Cumberland Plateau,80+,28,8,3
99,2020-08-18T00:00:00.000,Cumberland Plateau,Missing,0,0,0
100,2020-08-18T00:00:00.000,Eastern Shore,0-9,26,3,0
101,2020-08-18T00:00:00.000,Eastern Shore,10-19,70,1,0
102,2020-08-18T00:00:00.000,Eastern Shore,20-29,211,6,0
103,2020-08-18T00:00:00.000,Eastern Shore,30-39,249,11,0
104,2020-08-18T00:00:00.000,Eastern Shore,40-49,262,13,2
105,2020-08-18T00:00:00.000,Eastern Shore,50-59,291,23,5
106,2020-08-18T00:00:00.000,Eastern Shore,60-69,199,31,8
107,2020-08-18T00:00:00.000,Eastern Shore,70-79,59,22,12
108,2020-08-18T00:00:00.000,Eastern Shore,80+,54,25,19
109,2020-08-18T00:00:00.000,Eastern Shore,Missing,6,0,0
110,2020-08-18T00:00:00.000,Fairfax,0-9,642,24,0
111,2020-08-18T00:00:00.000,Fairfax,10-19,1216,34,0
112,2020-08-18T00:00:00.000,Fairfax,20-29,2952,100,3
113,2020-08-18T00:00:00.000,Fairfax,30-39,3313,214,7
114,2020-08-18T00:00:00.000,Fairfax,40-49,3105,315,12
115,2020-08-18T00:00:00.000,Fairfax,50-59,2649,356,36
116,2020-08-18T00:00:00.000,Fairfax,60-69,1646,359,68
117,2020-08-18T00:00:00.000,Fairfax,70-79,754,264,119
118,2020-08-18T00:00:00.000,Fairfax,80+,862,323,305
119,2020-08-18T00:00:00.000,Fairfax,Missing,180,6,0
120,2020-08-18T00:00:00.000,Hampton,0-9,33,0,0
121,2020-08-18T00:00:00.000,Hampton,10-19,84,0,0
122,2020-08-18T00:00:00.000,Hampton,20-29,362,3,0
123,2020-08-18T00:00:00.000,Hampton,30-39,252,3,0
124,2020-08-18T00:00:00.000,Hampton,40-49,201,7,0
125,2020-08-18T00:00:00.000,Hampton,50-59,183,12,1
126,2020-08-18T00:00:00.000,Hampton,60-69,123,11,3
127,2020-08-18T00:00:00.000,Hampton,70-79,69,13,3
128,2020-08-18T00:00:00.000,Hampton,80+,28,4,2
129,2020-08-18T00:00:00.000,Hampton,Missing,27,0,0
130,2020-08-18T00:00:00.000,Henrico,0-9,158,4,0
131,2020-08-18T00:00:00.000,Henrico,10-19,329,5,0
132,2020-08-18T00:00:00.000,Henrico,20-29,715,19,0
133,2020-08-18T00:00:00.000,Henrico,30-39,751,22,0
134,2020-08-18T00:00:00.000,Henrico,40-49,621,40,2
135,2020-08-18T00:00:00.000,Henrico,50-59,540,61,11
136,2020-08-18T00:00:00.000,Henrico,60-69,383,62,37
137,2020-08-18T00:00:00.000,Henrico,70-79,274,60,46
138,2020-08-18T00:00:00.000,Henrico,80+,374,83,90
139,2020-08-18T00:00:00.000,Henrico,Missing,44,1,1
