Event Date,Health Planning Region,Case Status,Number of Cases,Number of Hospitalizations,Number of Deaths
6/8/2020,Central,Confirmed,1,0,0
6/8/2020,Eastern,Confirmed,1,0,1
6/8/2020,Northern,Confirmed,3,1,0
6/8/2020,Northwest,Confirmed,1,0,0
6/8/2020,Northwest,Probable,1,0,0
6/7/2020,Central,Confirmed,1,0,0
6/7/2020,Eastern,Confirmed,10,0,2
6/7/2020,Northern,Confirmed,13,2,0
6/7/2020,Northwest,Confirmed,9,0,2
6/7/2020,Northwest,Probable,1,0,0
6/7/2020,Southwest,Confirmed,0,1,1
6/6/2020,Central,Confirmed,4,3,0
6/6/2020,Eastern,Confirmed,14,0,0
6/6/2020,Northern,Confirmed,28,3,1
6/6/2020,Northwest,Confirmed,16,3,0
6/6/2020,Northwest,Probable,1,0,0
6/6/2020,Southwest,Confirmed,1,1,0
6/5/2020,Central,Confirmed,31,3,0
6/5/2020,Eastern,Confirmed,22,1,1
6/5/2020,Northern,Confirmed,52,8,2
6/5/2020,Northern,Probable,1,0,0
6/5/2020,Northwest,Confirmed,26,1,1
6/5/2020,Northwest,Probable,7,0,0
6/5/2020,Southwest,Confirmed,5,1,0
6/4/2020,Central,Confirmed,103,1,0
6/4/2020,Eastern,Confirmed,33,5,1
6/4/2020,Northern,Confirmed,113,11,2
6/4/2020,Northern,Probable,0,1,0
6/4/2020,Northwest,Confirmed,55,2,0
6/4/2020,Northwest,Probable,3,0,0
6/4/2020,Southwest,Confirmed,9,2,1
6/3/2020,Central,Confirmed,75,3,2
6/3/2020,Eastern,Confirmed,43,2,1
6/3/2020,Northern,Confirmed,198,11,7
6/3/2020,Northern,Probable,2,0,0
6/3/2020,Northwest,Confirmed,40,3,1
6/3/2020,Northwest,Probable,3,0,0
6/3/2020,Southwest,Confirmed,24,0,0
6/2/2020,Central,Confirmed,166,3,0
6/2/2020,Eastern,Confirmed,43,2,1
6/2/2020,Northern,Confirmed,187,15,7
6/2/2020,Northern,Probable,4,0,1
6/2/2020,Northwest,Confirmed,68,5,1
6/2/2020,Northwest,Probable,7,0,0
