,report_date,health_district,sex,number_of_cases,number_of_hospitalizations,number_of_deaths
0,2020-07-23T00:00:00.000,Alexandria,Female,1358,120,30
1,2020-07-23T00:00:00.000,Alexandria,Male,1273,136,26
2,2020-07-23T00:00:00.000,Alexandria,Not Reported,8,0,0
3,2020-07-23T00:00:00.000,Alleghany,Female,402,13,10
4,2020-07-23T00:00:00.000,Alleghany,Male,333,24,5
5,2020-07-23T00:00:00.000,Alleghany,Not Reported,7,0,0
6,2020-07-23T00:00:00.000,Arlington,Female,1365,192,66
7,2020-07-23T00:00:00.000,Arlington,Male,1406,239,69
8,2020-07-23T00:00:00.000,Arlington,Not Reported,5,0,0
9,2020-07-23T00:00:00.000,Central Shenandoah,Female,1328,99,25
10,2020-07-23T00:00:00.000,Central Shenandoah,Male,1155,98,24
11,2020-07-23T00:00:00.000,Central Shenandoah,Not Reported,1,0,0
12,2020-07-23T00:00:00.000,Central Virginia,Female,363,7,2
13,2020-07-23T00:00:00.000,Central Virginia,Male,355,11,4
14,2020-07-23T00:00:00.000,Central Virginia,Not Reported,0,0,0
15,2020-07-23T00:00:00.000,Chesapeake,Female,1051,103,12
16,2020-07-23T00:00:00.000,Chesapeake,Male,813,76,12
17,2020-07-23T00:00:00.000,Chesapeake,Not Reported,3,0,0
18,2020-07-23T00:00:00.000,Chesterfield,Female,1906,115,44
19,2020-07-23T00:00:00.000,Chesterfield,Male,1889,110,43
20,2020-07-23T00:00:00.000,Chesterfield,Not Reported,90,0,1
21,2020-07-23T00:00:00.000,Chickahominy,Female,452,60,20
22,2020-07-23T00:00:00.000,Chickahominy,Male,370,58,20
23,2020-07-23T00:00:00.000,Chickahominy,Not Reported,4,0,0
24,2020-07-23T00:00:00.000,Crater,Female,852,100,29
25,2020-07-23T00:00:00.000,Crater,Male,1045,91,21
26,2020-07-23T00:00:00.000,Crater,Not Reported,17,1,0
27,2020-07-23T00:00:00.000,Cumberland Plateau,Female,83,2,0
28,2020-07-23T00:00:00.000,Cumberland Plateau,Male,81,8,0
29,2020-07-23T00:00:00.000,Cumberland Plateau,Not Reported,0,0,0
30,2020-07-23T00:00:00.000,Eastern Shore,Female,679,63,23
31,2020-07-23T00:00:00.000,Eastern Shore,Male,660,57,20
32,2020-07-23T00:00:00.000,Eastern Shore,Not Reported,9,0,0
33,2020-07-23T00:00:00.000,Fairfax,Female,7766,773,256
34,2020-07-23T00:00:00.000,Fairfax,Male,7394,1041,267
35,2020-07-23T00:00:00.000,Fairfax,Not Reported,95,2,1
36,2020-07-23T00:00:00.000,Hampton,Female,434,16,1
37,2020-07-23T00:00:00.000,Hampton,Male,349,30,3
38,2020-07-23T00:00:00.000,Hampton,Not Reported,3,0,0
