,report_date,health_district,sex,number_of_cases,number_of_hospitalizations,number_of_deaths
0,2020-08-15T00:00:00.000,Alexandria,Female,1591,129,33
1,2020-08-15T00:00:00.000,Alexandria,Male,1480,154,28
2,2020-08-15T00:00:00.000,Alexandria,Not Reported,11,0,0
3,2020-08-15T00:00:00.000,Alleghany,Female,520,20,10
4,2020-08-15T00:00:00.000,Alleghany,Male,463,31,8
5,2020-08-15T00:00:00.000,Alleghany,Not Reported,8,0,0
6,2020-08-15T00:00:00.000,Arlington,Female,1580,194,66
7,2020-08-15T00:00:00.000,Arlington,Male,1612,243,69
8,2020-08-15T00:00:00.000,Arlington,Not Reported,4,0,0
9,2020-08-15T00:00:00.000,Central Shenandoah,Female,1559,113,30
10,2020-08-15T00:00:00.000,Central Shenandoah,Male,1337,108,30
11,2020-08-15T00:00:00.000,Central Shenandoah,Not Reported,0,0,0
12,2020-08-15T00:00:00.000,Central Virginia,Female,867,27,6
13,2020-08-15T00:00:00.000,Central Virginia,Male,792,39,11
14,2020-08-15T00:00:00.000,Central Virginia,Not Reported,9,0,0
15,2020-08-15T00:00:00.000,Chesapeake,Female,1777,135,18
16,2020-08-15T00:00:00.000,Chesapeake,Male,1416,118,23
17,2020-08-15T00:00:00.000,Chesapeake,Not Reported,4,0,0
18,2020-08-15T00:00:00.000,Chesterfield,Female,2456,126,51
19,2020-08-15T00:00:00.000,Chesterfield,Male,2373,141,53
20,2020-08-15T00:00:00.000,Chesterfield,Not Reported,133,0,2
21,2020-08-15T00:00:00.000,Chickahominy,Female,578,66,22
22,2020-08-15T00:00:00.000,Chickahominy,Male,470,67,24
23,2020-08-15T00:00:00.000,Chickahominy,Not Reported,6,0,0
24,2020-08-15T00:00:00.000,Crater,Female,1162,123,38
25,2020-08-15T00:00:00.000,Crater,Male,1446,104,32
26,2020-08-15T00:00:00.000,Crater,Not Reported,25,1,0
27,2020-08-15T00:00:00.000,Cumberland Plateau,Female,229,17,3
28,2020-08-15T00:00:00.000,Cumberland Plateau,Male,181,16,2
29,2020-08-15T00:00:00.000,Cumberland Plateau,Not Reported,0,0,0
30,2020-08-15T00:00:00.000,Eastern Shore,Female,709,68,25
31,2020-08-15T00:00:00.000,Eastern Shore,Male,700,67,21
32,2020-08-15T00:00:00.000,Eastern Shore,Not Reported,9,0,0
33,2020-08-15T00:00:00.000,Fairfax,Female,8667,850,269
34,2020-08-15T00:00:00.000,Fairfax,Male,8255,1135,275
35,2020-08-15T00:00:00.000,Fairfax,Not Reported,120,2,2
36,2020-08-15T00:00:00.000,Hampton,Female,724,18,5
37,2020-08-15T00:00:00.000,Hampton,Male,592,35,4
38,2020-08-15T00:00:00.000,Hampton,Not Reported,5,0,0
39,2020-08-15T00:00:00.000,Henrico,Female,2145,172,101
40,2020-08-15T00:00:00.000,Henrico,Male,1900,178,86
41,2020-08-15T00:00:00.000,Henrico,Not Reported,23,1,0
42,2020-08-15T00:00:00.000,Lenowisco,Female,266,22,3
43,2020-08-15T00:00:00.000,Lenowisco,Male,242,26,7
44,2020-08-15T00:00:00.000,Lenowisco,Not Reported,2,0,0
45,2020-08-15T00:00:00.000,Lord Fairfax,Female,1395,108,48
46,2020-08-15T00:00:00.000,Lord Fairfax,Male,1233,123,44
47,2020-08-15T00:00:00.000,Lord Fairfax,Not Reported,11,0,0
48,2020-08-15T00:00:00.000,Loudoun,Female,2749,157,72
49,2020-08-15T00:00:00.000,Loudoun,Male,2700,203,43
50,2020-08-15T00:00:00.000,Loudoun,Not Reported,33,0,0
51,2020-08-15T00:00:00.000,Mount Rogers,Female,817,47,21
52,2020-08-15T00:00:00.000,Mount Rogers,Male,709,91,37
53,2020-08-15T00:00:00.000,Mount Rogers,Not Reported,3,0,0
54,2020-08-15T00:00:00.000,New River,Female,274,10,3
55,2020-08-15T00:00:00.000,New River,Male,339,23,5
56,2020-08-15T00:00:00.000,New River,Not Reported,4,0,0
57,2020-08-15T00:00:00.000,Norfolk,Female,2074,118,17
58,2020-08-15T00:00:00.000,Norfolk,Male,1868,111,17
59,2020-08-15T00:00:00.000,Norfolk,Not Reported,2,0,0
60,2020-08-15T00:00:00.000,Peninsula,Female,1675,82,26
61,2020-08-15T00:00:00.000,Peninsula,Male,1486,88,21
62,2020-08-15T00:00:00.000,Peninsula,Not Reported,14,0,0
63,2020-08-15T00:00:00.000,Piedmont,Female,464,51,8
64,2020-08-15T00:00:00.000,Piedmont,Male,1065,74,27
65,2020-08-15T00:00:00.000,Piedmont,Not Reported,4,0,0
66,2020-08-15T00:00:00.000,Pittsylvania-Danville,Female,552,50,8
67,2020-08-15T00:00:00.000,Pittsylvania-Danville,Male,453,31,2
68,2020-08-15T00:00:00.000,Pittsylvania-Danville,Not Reported,6,0,0
69,2020-08-15T00:00:00.000,Portsmouth,Female,1072,75,12
70,2020-08-15T00:00:00.000,Portsmouth,Male,888,62,13
71,2020-08-15T00:00:00.000,Portsmouth,Not Reported,4,0,0
72,2020-08-15T00:00:00.000,Prince William,Female,6053,432,89
73,2020-08-15T00:00:00.000,Prince William,Male,5904,555,118
74,2020-08-15T00:00:00.000,Prince William,Not Reported,93,1,0
75,2020-08-15T00:00:00.000,Rappahannock,Female,2060,145,23
76,2020-08-15T00:00:00.000,Rappahannock,Male,1824,167,35
77,2020-08-15T00:00:00.000,Rappahannock,Not Reported,8,1,0
78,2020-08-15T00:00:00.000,Rappahannock Rapidan,Female,1031,58,11
79,2020-08-15T00:00:00.000,Rappahannock Rapidan,Male,981,81,16
80,2020-08-15T00:00:00.000,Rappahannock Rapidan,Not Reported,3,0,0
81,2020-08-15T00:00:00.000,Richmond,Female,1690,159,13
82,2020-08-15T00:00:00.000,Richmond,Male,1604,166,27
83,2020-08-15T00:00:00.000,Richmond,Not Reported,45,2,2
84,2020-08-15T00:00:00.000,Roanoke,Female,549,15,9
85,2020-08-15T00:00:00.000,Roanoke,Male,492,15,6
86,2020-08-15T00:00:00.000,Roanoke,Not Reported,15,0,0
87,2020-08-15T00:00:00.000,Southside,Female,396,32,20
88,2020-08-15T00:00:00.000,Southside,Male,472,37,16
89,2020-08-15T00:00:00.000,Southside,Not Reported,4,0,0
90,2020-08-15T00:00:00.000,Thomas Jefferson,Female,1110,79,24
91,2020-08-15T00:00:00.000,Thomas Jefferson,Male,978,71,20
92,2020-08-15T00:00:00.000,Thomas Jefferson,Not Reported,1,0,0
93,2020-08-15T00:00:00.000,Three Rivers,Female,449,42,10
94,2020-08-15T00:00:00.000,Three Rivers,Male,697,35,7
95,2020-08-15T00:00:00.000,Three Rivers,Not Reported,21,0,0
96,2020-08-15T00:00:00.000,Virginia Beach,Female,2875,134,26
