Event Date,Health Planning Region,Case Status,Number of Cases,Number of Hospitalizations,Number of Deaths
6/9/2020,Central,Confirmed,2,1,0
6/9/2020,Northern,Confirmed,1,0,0
6/9/2020,Northwest,Confirmed,7,0,0
6/9/2020,Southwest,Confirmed,0,0,1
6/8/2020,Central,Confirmed,9,0,1
6/8/2020,Eastern,Confirmed,6,1,1
6/8/2020,Northern,Confirmed,6,1,0
6/8/2020,Northern,Probable,0,0,1
6/8/2020,Northwest,Confirmed,9,0,0
6/8/2020,Northwest,Probable,1,0,1
6/8/2020,Southwest,Confirmed,1,1,1
6/7/2020,Central,Confirmed,4,1,0
6/7/2020,Eastern,Confirmed,12,0,2
6/7/2020,Eastern,Probable,1,0,0
6/7/2020,Northern,Confirmed,26,2,1
6/7/2020,Northwest,Confirmed,14,0,3
6/7/2020,Northwest,Probable,3,0,0
6/7/2020,Southwest,Confirmed,1,1,1
6/6/2020,Central,Confirmed,8,3,0
6/6/2020,Eastern,Confirmed,21,0,0
6/6/2020,Northern,Confirmed,42,4,1
6/6/2020,Northwest,Confirmed,28,3,1
6/6/2020,Northwest,Probable,1,0,0
6/6/2020,Southwest,Confirmed,18,3,0
6/5/2020,Central,Confirmed,36,4,0
6/5/2020,Eastern,Confirmed,41,1,1
6/5/2020,Northern,Confirmed,73,11,2
6/5/2020,Northern,Probable,2,0,0
6/5/2020,Northwest,Confirmed,30,1,1
6/5/2020,Northwest,Probable,9,0,0
6/5/2020,Southwest,Confirmed,12,1,1
6/4/2020,Central,Confirmed,123,1,1
6/4/2020,Eastern,Confirmed,37,5,1
6/4/2020,Northern,Confirmed,130,12,2
6/4/2020,Northern,Probable,0,1,0
6/4/2020,Northwest,Confirmed,56,2,0
6/4/2020,Northwest,Probable,5,1,0
6/4/2020,Southwest,Confirmed,10,3,1
6/3/2020,Central,Confirmed,98,3,2
6/3/2020,Eastern,Confirmed,50,3,1
6/3/2020,Northern,Confirmed,192,12,7
6/3/2020,Northern,Probable,2,0,0
6/3/2020,Northwest,Confirmed,46,3,2
6/3/2020,Northwest,Probable,4,0,0
6/3/2020,Southwest,Confirmed,25,0,0
6/2/2020,Central,Confirmed,190,5,0
6/2/2020,Eastern,Confirmed,40,2,1
6/2/2020,Northern,Confirmed,194,16,6
6/2/2020,Northern,Probable,3,0,1
6/2/2020,Northwest,Confirmed,69,5,1
6/2/2020,Northwest,Probable,7,0,0
6/2/2020,Southwest,Confirmed,27,1,2
6/1/2020,Central,Confirmed,130,7,0
6/1/2020,Central,Probable,0,1,0
6/1/2020,Eastern,Confirmed,64,4,1
6/1/2020,Northern,Confirmed,316,15,6
6/1/2020,Northern,Probable,6,0,0
6/1/2020,Northwest,Confirmed,96,5,1
