,report_date,case_status,number_of_cases,number_of_hospitalizations,number_of_deaths
0,2020-07-24T00:00:00.000,Confirmed,79253,7472,1964
1,2020-07-24T00:00:00.000,Probable,3111,43,103
2,2020-07-23T00:00:00.000,Confirmed,78182,7394,1951
3,2020-07-23T00:00:00.000,Probable,3055,43,103
4,2020-07-22T00:00:00.000,Confirmed,77380,7307,1948
5,2020-07-22T00:00:00.000,Probable,3013,44,103
6,2020-07-21T00:00:00.000,Confirmed,76427,7223,1945
7,2020-07-21T00:00:00.000,Probable,2944,44,103
8,2020-07-20T00:00:00.000,Confirmed,75415,7157,1927
9,2020-07-20T00:00:00.000,Probable,2960,44,104
10,2020-07-19T00:00:00.000,Confirmed,74490,7121,1923
11,2020-07-19T00:00:00.000,Probable,2940,44,104
12,2020-07-18T00:00:00.000,Confirmed,73420,7102,1921
13,2020-07-18T00:00:00.000,Probable,2953,45,104
14,2020-07-17T00:00:00.000,Confirmed,72516,7040,1909
15,2020-07-17T00:00:00.000,Probable,2917,47,104
16,2020-07-16T00:00:00.000,Confirmed,71570,6975,1903
17,2020-07-16T00:00:00.000,Probable,2861,45,104
18,2020-07-15T00:00:00.000,Confirmed,70669,6859,1882
19,2020-07-15T00:00:00.000,Probable,2858,46,110
20,2020-07-14T00:00:00.000,Confirmed,69610,6771,1870
21,2020-07-14T00:00:00.000,Probable,2833,46,107
22,2020-07-13T00:00:00.000,Confirmed,68814,6720,1861
23,2020-07-13T00:00:00.000,Probable,2828,45,107
24,2020-07-12T00:00:00.000,Confirmed,67830,6699,1859
25,2020-07-12T00:00:00.000,Probable,2840,45,107
26,2020-07-11T00:00:00.000,Confirmed,66963,6663,1857
27,2020-07-11T00:00:00.000,Probable,2819,44,105
28,2020-07-10T00:00:00.000,Confirmed,66095,6632,1853
29,2020-07-10T00:00:00.000,Probable,2836,43,105
30,2020-07-09T00:00:00.000,Confirmed,65191,6582,1832
31,2020-07-09T00:00:00.000,Probable,2797,43,105
32,2020-07-08T00:00:00.000,Confirmed,64583,6534,1799
33,2020-07-08T00:00:00.000,Probable,2792,43,106
34,2020-07-07T00:00:00.000,Confirmed,63950,6470,1775
35,2020-07-07T00:00:00.000,Probable,2790,42,106
36,2020-07-06T00:00:00.000,Confirmed,63339,6394,1747
37,2020-07-06T00:00:00.000,Probable,2763,41,106
38,2020-07-05T00:00:00.000,Confirmed,62981,6377,1746
39,2020-07-05T00:00:00.000,Probable,2767,41,107
40,2020-07-04T00:00:00.000,Confirmed,62400,6370,1745
41,2020-07-04T00:00:00.000,Probable,2709,35,104
42,2020-07-03T00:00:00.000,Confirmed,61690,6348,1741
43,2020-07-03T00:00:00.000,Probable,2703,34,104
44,2020-07-02T00:00:00.000,Confirmed,61039,6298,1712
45,2020-07-02T00:00:00.000,Probable,2696,35,104
46,2020-07-01T00:00:00.000,Confirmed,60528,6228,1681
47,2020-07-01T00:00:00.000,Probable,2675,34,105
48,2020-06-30T00:00:00.000,Confirmed,60124,6169,1658
49,2020-06-30T00:00:00.000,Probable,2663,34,105
50,2020-06-29T00:00:00.000,Confirmed,59522,6128,1635
51,2020-06-29T00:00:00.000,Probable,2667,36,105
52,2020-06-28T00:00:00.000,Confirmed,59071,6100,1628
53,2020-06-28T00:00:00.000,Probable,2665,36,104
54,2020-06-27T00:00:00.000,Confirmed,58611,6084,1620
55,2020-06-27T00:00:00.000,Probable,2636,36,104
56,2020-06-26T00:00:00.000,Confirmed,57977,6035,1596
57,2020-06-26T00:00:00.000,Probable,2593,36,104
58,2020-06-25T00:00:00.000,Confirmed,57384,5961,1572
59,2020-06-25T00:00:00.000,Probable,2562,34,103
60,2020-06-24T00:00:00.000,Confirmed,56956,5922,1559
61,2020-06-24T00:00:00.000,Probable,2558,33,102
62,2020-06-23T00:00:00.000,Confirmed,56452,5881,1542
63,2020-06-23T00:00:00.000,Probable,2542,32,103
64,2020-06-22T00:00:00.000,Confirmed,55949,5837,1517
65,2020-06-22T00:00:00.000,Probable,2516,32,103
66,2020-06-21T00:00:00.000,Confirmed,55504,5808,1508
67,2020-06-21T00:00:00.000,Probable,2490,32,103
68,2020-06-20T00:00:00.000,Confirmed,54953,5775,1504
69,2020-06-20T00:00:00.000,Probable,2490,32,103
70,2020-06-19T00:00:00.000,Confirmed,54312,5765,1499
71,2020-06-19T00:00:00.000,Probable,2481,32,103
72,2020-06-18T00:00:00.000,Confirmed,53769,5713,1482
73,2020-06-18T00:00:00.000,Probable,2469,31,104
74,2020-06-17T00:00:00.000,Confirmed,53318,5661,1478
75,2020-06-17T00:00:00.000,Probable,2457,31,105
76,2020-06-16T00:00:00.000,Confirmed,52917,5614,1465
77,2020-06-16T00:00:00.000,Probable,2414,29,105
78,2020-06-15T00:00:00.000,Confirmed,52460,5557,1444
79,2020-06-15T00:00:00.000,Probable,2426,31,108
80,2020-06-14T00:00:00.000,Confirmed,52103,5506,1438
81,2020-06-14T00:00:00.000,Probable,2403,30,108
82,2020-06-13T00:00:00.000,Confirmed,51499,5482,1435
83,2020-06-13T00:00:00.000,Probable,2370,29,106
84,2020-06-12T00:00:00.000,Confirmed,50853,5417,1426
85,2020-06-12T00:00:00.000,Probable,2358,28,108
86,2020-06-11T00:00:00.000,Confirmed,50275,5331,1413
87,2020-06-11T00:00:00.000,Probable,2372,29,107
