,report_date,fips,locality,vdh_health_district,total_cases,hospitalizations,deaths
0,2020-07-30T00:00:00.000,51001,Accomack,Eastern Shore,1074,77,15
1,2020-07-30T00:00:00.000,51003,Albemarle,Thomas Jefferson,733,51,10
2,2020-07-30T00:00:00.000,51005,Alleghany,Alleghany,56,5,3
3,2020-07-30T00:00:00.000,51007,Amelia,Piedmont,72,13,1
4,2020-07-30T00:00:00.000,51009,Amherst,Central Virginia,101,4,0
5,2020-07-30T00:00:00.000,51011,Appomattox,Central Virginia,67,2,0
6,2020-07-30T00:00:00.000,51013,Arlington,Arlington,2874,433,135
7,2020-07-30T00:00:00.000,51015,Augusta,Central Shenandoah,246,8,4
8,2020-07-30T00:00:00.000,51017,Bath,Central Shenandoah,4,0,0
9,2020-07-30T00:00:00.000,51019,Bedford,Central Virginia,261,7,5
10,2020-07-30T00:00:00.000,51021,Bland,Mount Rogers,7,0,0
11,2020-07-30T00:00:00.000,51023,Botetourt,Alleghany,183,13,5
12,2020-07-30T00:00:00.000,51025,Brunswick,Southside,197,24,1
13,2020-07-30T00:00:00.000,51027,Buchanan,Cumberland Plateau,69,2,0
14,2020-07-30T00:00:00.000,51029,Buckingham,Piedmont,592,23,6
15,2020-07-30T00:00:00.000,51031,Campbell,Central Virginia,132,5,2
16,2020-07-30T00:00:00.000,51033,Caroline,Rappahannock,179,22,4
17,2020-07-30T00:00:00.000,51035,Carroll,Mount Rogers,305,28,11
18,2020-07-30T00:00:00.000,51036,Charles City,Chickahominy,47,15,3
19,2020-07-30T00:00:00.000,51037,Charlotte,Piedmont,49,5,0
20,2020-07-30T00:00:00.000,51041,Chesterfield,Chesterfield,3877,208,71
21,2020-07-30T00:00:00.000,51043,Clarke,Lord Fairfax,66,7,0
22,2020-07-30T00:00:00.000,51045,Craig,Alleghany,15,1,0
23,2020-07-30T00:00:00.000,51047,Culpeper,Rappahannock Rapidan,938,73,12
24,2020-07-30T00:00:00.000,51049,Cumberland,Piedmont,64,4,0
25,2020-07-30T00:00:00.000,51051,Dickenson,Cumberland Plateau,21,1,0
26,2020-07-30T00:00:00.000,51053,Dinwiddie,Crater,196,30,4
27,2020-07-30T00:00:00.000,51057,Essex,Three Rivers,74,7,1
28,2020-07-30T00:00:00.000,51059,Fairfax,Fairfax,15606,1872,519
29,2020-07-30T00:00:00.000,51061,Fauquier,Rappahannock Rapidan,571,34,8
30,2020-07-30T00:00:00.000,51063,Floyd,New River,31,2,1
31,2020-07-30T00:00:00.000,51065,Fluvanna,Thomas Jefferson,170,31,8
32,2020-07-30T00:00:00.000,51067,Franklin County,West Piedmont,150,8,1
33,2020-07-30T00:00:00.000,51069,Frederick,Lord Fairfax,649,49,7
34,2020-07-30T00:00:00.000,51071,Giles,New River,21,1,0
35,2020-07-30T00:00:00.000,51073,Gloucester,Three Rivers,140,12,2
36,2020-07-30T00:00:00.000,51075,Goochland,Chickahominy,149,25,7
