Event Date,Health Planning Region,Case Status,Number of Cases,Number of Hospitalizations,Number of Deaths
7/6/2020,Central,Confirmed,1,0,0
7/6/2020,Eastern,Confirmed,10,0,0
7/6/2020,Northwest,Confirmed,1,0,0
7/6/2020,Southwest,Confirmed,2,0,0
7/5/2020,Central,Confirmed,2,0,0
7/5/2020,Eastern,Confirmed,4,2,0
7/5/2020,Eastern,Probable,1,0,0
7/5/2020,Northern,Confirmed,11,0,0
7/5/2020,Northern,Probable,2,0,0
7/5/2020,Northwest,Confirmed,5,0,0
7/5/2020,Northwest,Probable,9,1,0
7/5/2020,Southwest,Confirmed,3,1,0
7/4/2020,Central,Confirmed,10,2,0
7/4/2020,Eastern,Confirmed,43,1,1
7/4/2020,Northern,Confirmed,12,2,0
7/4/2020,Northern,Probable,3,0,0
7/4/2020,Northwest,Confirmed,14,1,0
7/4/2020,Northwest,Probable,9,1,0
7/4/2020,Southwest,Confirmed,2,0,0
7/3/2020,Central,Confirmed,29,1,0
7/3/2020,Eastern,Confirmed,60,3,2
7/3/2020,Eastern,Probable,2,0,0
7/3/2020,Northern,Confirmed,22,2,0
7/3/2020,Northern,Probable,1,0,0
7/3/2020,Northwest,Confirmed,17,3,2
7/3/2020,Northwest,Probable,4,0,0
7/3/2020,Southwest,Confirmed,6,1,0
7/2/2020,Central,Confirmed,32,3,0
7/2/2020,Eastern,Confirmed,138,4,0
7/2/2020,Eastern,Probable,2,0,0
7/2/2020,Northern,Confirmed,54,3,1
7/2/2020,Northern,Probable,2,0,0
7/2/2020,Northwest,Confirmed,35,1,1
7/2/2020,Northwest,Probable,11,0,0
7/2/2020,Southwest,Confirmed,20,0,0
7/1/2020,Central,Confirmed,60,2,1
7/1/2020,Eastern,Confirmed,114,6,0
7/1/2020,Eastern,Probable,1,0,0
7/1/2020,Northern,Confirmed,61,4,0
7/1/2020,Northern,Probable,8,0,0
7/1/2020,Northwest,Confirmed,16,5,0
7/1/2020,Northwest,Probable,7,0,0
7/1/2020,Southwest,Confirmed,25,0,0
6/30/2020,Central,Confirmed,54,5,0
6/30/2020,Eastern,Confirmed,142,4,1
6/30/2020,Northern,Confirmed,82,6,0
6/30/2020,Northern,Probable,8,0,0
6/30/2020,Northwest,Confirmed,68,2,1
6/30/2020,Northwest,Probable,16,0,0
6/30/2020,Southwest,Confirmed,24,2,0
6/30/2020,Southwest,Probable,2,0,0
6/29/2020,Central,Confirmed,89,3,1
6/29/2020,Eastern,Confirmed,142,6,0
6/29/2020,Eastern,Probable,1,0,0
6/29/2020,Northern,Confirmed,123,3,0
6/29/2020,Northern,Probable,12,0,0
6/29/2020,Northwest,Confirmed,40,3,1
6/29/2020,Northwest,Probable,9,0,0
6/29/2020,Southwest,Confirmed,77,2,0
6/28/2020,Central,Confirmed,56,3,3
6/28/2020,Central,Probable,1,0,0
6/28/2020,Eastern,Confirmed,139,8,2
6/28/2020,Eastern,Probable,1,0,0
6/28/2020,Northern,Confirmed,69,7,3
6/28/2020,Northern,Probable,5,0,0
6/28/2020,Northwest,Confirmed,36,5,0
6/28/2020,Northwest,Probable,4,0,0
6/28/2020,Southwest,Confirmed,45,3,0
6/27/2020,Central,Confirmed,54,3,0
6/27/2020,Eastern,Confirmed,78,9,0
6/27/2020,Eastern,Probable,2,0,0
6/27/2020,Northern,Confirmed,88,2,1
6/27/2020,Northern,Probable,4,0,0
6/27/2020,Northwest,Confirmed,39,0,0
6/27/2020,Northwest,Probable,10,0,0
6/27/2020,Southwest,Confirmed,47,1,0
6/27/2020,Southwest,Probable,1,0,0
6/26/2020,Central,Confirmed,107,6,0
6/26/2020,Eastern,Confirmed,163,3,1
6/26/2020,Northern,Confirmed,145,5,1
6/26/2020,Northern,Probable,7,0,0
6/26/2020,Northwest,Confirmed,65,4,1
6/26/2020,Northwest,Probable,5,0,0
6/26/2020,Southwest,Confirmed,76,1,0
6/26/2020,Southwest,Probable,1,0,0
6/25/2020,Central,Confirmed,116,4,0
6/25/2020,Central,Probable,2,0,0
6/25/2020,Eastern,Confirmed,111,4,0
6/25/2020,Eastern,Probable,2,0,0
6/25/2020,Northern,Confirmed,174,6,0
6/25/2020,Northern,Probable,6,1,0
6/25/2020,Northwest,Confirmed,54,2,6
6/25/2020,Northwest,Probable,3,1,0
6/25/2020,Southwest,Confirmed,80,6,0
6/25/2020,Southwest,Probable,1,0,0
6/24/2020,Central,Confirmed,93,4,0
6/24/2020,Central,Probable,1,0,0
6/24/2020,Eastern,Confirmed,126,5,2
6/24/2020,Eastern,Probable,1,0,0
6/24/2020,Northern,Confirmed,166,0,1
6/24/2020,Northern,Probable,9,0,0
