,report_date,health_district,number_of_cases,number_of_hospitalizations,number_of_deaths
0,2020-08-23T00:00:00.000,Alexandria,3257,292,61
1,2020-08-23T00:00:00.000,Alleghany,1066,57,19
2,2020-08-23T00:00:00.000,Arlington,3383,449,137
3,2020-08-23T00:00:00.000,Central Shenandoah,3046,231,60
4,2020-08-23T00:00:00.000,Central Virginia,2007,71,18
5,2020-08-23T00:00:00.000,Chesapeake,3523,293,42
6,2020-08-23T00:00:00.000,Chesterfield,5246,285,102
7,2020-08-23T00:00:00.000,Chickahominy,1125,138,47
8,2020-08-23T00:00:00.000,Crater,2900,241,70
9,2020-08-23T00:00:00.000,Cumberland Plateau,487,38,6
10,2020-08-23T00:00:00.000,Eastern Shore,1438,137,47
11,2020-08-23T00:00:00.000,Fairfax,17817,2036,556
12,2020-08-23T00:00:00.000,Hampton,1454,53,11
13,2020-08-23T00:00:00.000,Henrico,4319,361,189
14,2020-08-23T00:00:00.000,Lenowisco,603,55,10
15,2020-08-23T00:00:00.000,Lord Fairfax,2745,235,92
16,2020-08-23T00:00:00.000,Loudoun,5712,366,115
17,2020-08-23T00:00:00.000,Mount Rogers,1748,158,64
18,2020-08-23T00:00:00.000,New River,771,37,8
19,2020-08-23T00:00:00.000,Norfolk,4164,256,43
20,2020-08-23T00:00:00.000,Peninsula,3458,173,48
21,2020-08-23T00:00:00.000,Piedmont,1608,125,36
22,2020-08-23T00:00:00.000,Pittsylvania-Danville,1183,92,16
23,2020-08-23T00:00:00.000,Portsmouth,2086,159,30
24,2020-08-23T00:00:00.000,Prince William,12647,1012,213
25,2020-08-23T00:00:00.000,Rappahannock,4174,333,60
26,2020-08-23T00:00:00.000,Rappahannock Rapidan,2165,143,29
27,2020-08-23T00:00:00.000,Richmond,3588,353,43
28,2020-08-23T00:00:00.000,Roanoke,1123,40,15
29,2020-08-23T00:00:00.000,Southside,931,69,37
30,2020-08-23T00:00:00.000,Thomas Jefferson,2261,162,45
31,2020-08-23T00:00:00.000,Three Rivers,1210,88,18
32,2020-08-23T00:00:00.000,Virginia Beach,5693,307,64
33,2020-08-23T00:00:00.000,Western Tidewater,2603,157,88
34,2020-08-23T00:00:00.000,West Piedmont,1425,174,28
35,2020-08-22T00:00:00.000,Alexandria,3238,292,61
36,2020-08-22T00:00:00.000,Alleghany,1065,57,18
37,2020-08-22T00:00:00.000,Arlington,3357,449,137
38,2020-08-22T00:00:00.000,Central Shenandoah,3032,230,60
39,2020-08-22T00:00:00.000,Central Virginia,1963,71,18
40,2020-08-22T00:00:00.000,Chesapeake,3462,287,42
41,2020-08-22T00:00:00.000,Chesterfield,5206,284,102
42,2020-08-22T00:00:00.000,Chickahominy,1114,136,46
43,2020-08-22T00:00:00.000,Crater,2838,240,69
44,2020-08-22T00:00:00.000,Cumberland Plateau,484,38,6
45,2020-08-22T00:00:00.000,Eastern Shore,1438,136,47
46,2020-08-22T00:00:00.000,Fairfax,17701,2029,553
47,2020-08-22T00:00:00.000,Hampton,1437,53,10
48,2020-08-22T00:00:00.000,Henrico,4294,360,188
49,2020-08-22T00:00:00.000,Lenowisco,593,54,10
50,2020-08-22T00:00:00.000,Lord Fairfax,2727,235,92
51,2020-08-22T00:00:00.000,Loudoun,5684,365,115
52,2020-08-22T00:00:00.000,Mount Rogers,1730,155,62
53,2020-08-22T00:00:00.000,New River,729,37,8
54,2020-08-22T00:00:00.000,Norfolk,4164,255,39
55,2020-08-22T00:00:00.000,Peninsula,3422,173,47
56,2020-08-22T00:00:00.000,Piedmont,1608,125,36
57,2020-08-22T00:00:00.000,Pittsylvania-Danville,1160,90,16
58,2020-08-22T00:00:00.000,Portsmouth,2085,159,30
59,2020-08-22T00:00:00.000,Prince William,12576,1010,212
60,2020-08-22T00:00:00.000,Rappahannock,4144,330,59
61,2020-08-22T00:00:00.000,Rappahannock Rapidan,2119,143,28
62,2020-08-22T00:00:00.000,Richmond,3548,352,43
63,2020-08-22T00:00:00.000,Roanoke,1121,40,15
64,2020-08-22T00:00:00.000,Southside,925,69,37
65,2020-08-22T00:00:00.000,Thomas Jefferson,2247,162,43
66,2020-08-22T00:00:00.000,Three Rivers,1208,86,18
67,2020-08-22T00:00:00.000,Virginia Beach,5668,306,63
68,2020-08-22T00:00:00.000,Western Tidewater,2575,157,86
69,2020-08-22T00:00:00.000,West Piedmont,1410,174,27
70,2020-08-21T00:00:00.000,Alexandria,3203,288,61
71,2020-08-21T00:00:00.000,Alleghany,1045,56,18
72,2020-08-21T00:00:00.000,Arlington,3334,448,137
73,2020-08-21T00:00:00.000,Central Shenandoah,3001,230,60
74,2020-08-21T00:00:00.000,Central Virginia,1904,70,17
75,2020-08-21T00:00:00.000,Chesapeake,3412,277,41
76,2020-08-21T00:00:00.000,Chesterfield,5159,278,102
77,2020-08-21T00:00:00.000,Chickahominy,1107,135,46
78,2020-08-21T00:00:00.000,Crater,2774,237,69
79,2020-08-21T00:00:00.000,Cumberland Plateau,462,37,6
80,2020-08-21T00:00:00.000,Eastern Shore,1436,135,47
81,2020-08-21T00:00:00.000,Fairfax,17589,2028,553
82,2020-08-21T00:00:00.000,Hampton,1417,53,10
83,2020-08-21T00:00:00.000,Henrico,4259,360,188
84,2020-08-21T00:00:00.000,Lenowisco,587,54,10
85,2020-08-21T00:00:00.000,Lord Fairfax,2712,235,92
86,2020-08-21T00:00:00.000,Loudoun,5647,364,115
87,2020-08-21T00:00:00.000,Mount Rogers,1697,151,62
88,2020-08-21T00:00:00.000,New River,700,36,8
89,2020-08-21T00:00:00.000,Norfolk,4119,251,39
90,2020-08-21T00:00:00.000,Peninsula,3352,171,47
91,2020-08-21T00:00:00.000,Piedmont,1583,125,36
92,2020-08-21T00:00:00.000,Pittsylvania-Danville,1133,89,16
93,2020-08-21T00:00:00.000,Portsmouth,2057,156,30
94,2020-08-21T00:00:00.000,Prince William,12476,1008,210
95,2020-08-21T00:00:00.000,Rappahannock,4103,327,58
96,2020-08-21T00:00:00.000,Rappahannock Rapidan,2101,144,28
97,2020-08-21T00:00:00.000,Richmond,3502,352,43
98,2020-08-21T00:00:00.000,Roanoke,1122,38,15
99,2020-08-21T00:00:00.000,Southside,915,69,37
100,2020-08-21T00:00:00.000,Thomas Jefferson,2217,158,43
101,2020-08-21T00:00:00.000,Three Rivers,1202,84,18
102,2020-08-21T00:00:00.000,Virginia Beach,5623,298,61
103,2020-08-21T00:00:00.000,Western Tidewater,2526,157,86
104,2020-08-21T00:00:00.000,West Piedmont,1384,172,27
105,2020-08-20T00:00:00.000,Alexandria,3186,287,61
106,2020-08-20T00:00:00.000,Alleghany,1021,55,18
107,2020-08-20T00:00:00.000,Arlington,3310,447,137
108,2020-08-20T00:00:00.000,Central Shenandoah,2984,230,60
109,2020-08-20T00:00:00.000,Central Virginia,1864,70,17
110,2020-08-20T00:00:00.000,Chesapeake,3384,274,41
111,2020-08-20T00:00:00.000,Chesterfield,5131,274,102
112,2020-08-20T00:00:00.000,Chickahominy,1099,135,46
113,2020-08-20T00:00:00.000,Crater,2745,235,69
114,2020-08-20T00:00:00.000,Cumberland Plateau,454,37,6
115,2020-08-20T00:00:00.000,Eastern Shore,1432,135,47
116,2020-08-20T00:00:00.000,Fairfax,17499,2025,553
117,2020-08-20T00:00:00.000,Hampton,1388,53,9
118,2020-08-20T00:00:00.000,Henrico,4224,359,188
119,2020-08-20T00:00:00.000,Lenowisco,577,52,10
120,2020-08-20T00:00:00.000,Lord Fairfax,2707,235,92
121,2020-08-20T00:00:00.000,Loudoun,5614,363,115
122,2020-08-20T00:00:00.000,Mount Rogers,1673,151,62
123,2020-08-20T00:00:00.000,New River,667,36,8
