,report_date,health_district,age_group,number_of_cases,number_of_hospitalizations,number_of_deaths
0,2020-08-20T00:00:00.000,Alexandria,0-9,177,2,0
1,2020-08-20T00:00:00.000,Alexandria,10-19,232,5,0
2,2020-08-20T00:00:00.000,Alexandria,20-29,576,11,1
3,2020-08-20T00:00:00.000,Alexandria,30-39,732,35,0
4,2020-08-20T00:00:00.000,Alexandria,40-49,577,45,0
5,2020-08-20T00:00:00.000,Alexandria,50-59,410,59,12
6,2020-08-20T00:00:00.000,Alexandria,60-69,249,56,3
7,2020-08-20T00:00:00.000,Alexandria,70-79,115,42,18
8,2020-08-20T00:00:00.000,Alexandria,80+,107,32,27
9,2020-08-20T00:00:00.000,Alexandria,Missing,11,0,0
10,2020-08-20T00:00:00.000,Alleghany,0-9,32,0,0
11,2020-08-20T00:00:00.000,Alleghany,10-19,124,0,0
12,2020-08-20T00:00:00.000,Alleghany,20-29,186,1,0
13,2020-08-20T00:00:00.000,Alleghany,30-39,142,5,0
14,2020-08-20T00:00:00.000,Alleghany,40-49,148,4,0
15,2020-08-20T00:00:00.000,Alleghany,50-59,152,10,1
16,2020-08-20T00:00:00.000,Alleghany,60-69,96,11,1
17,2020-08-20T00:00:00.000,Alleghany,70-79,91,12,10
18,2020-08-20T00:00:00.000,Alleghany,80+,47,12,6
19,2020-08-20T00:00:00.000,Alleghany,Missing,3,0,0
20,2020-08-20T00:00:00.000,Arlington,0-9,77,2,0
21,2020-08-20T00:00:00.000,Arlington,10-19,170,5,0
22,2020-08-20T00:00:00.000,Arlington,20-29,719,22,0
23,2020-08-20T00:00:00.000,Arlington,30-39,624,44,0
24,2020-08-20T00:00:00.000,Arlington,40-49,531,57,8
25,2020-08-20T00:00:00.000,Arlington,50-59,452,72,6
26,2020-08-20T00:00:00.000,Arlington,60-69,326,85,19
27,2020-08-20T00:00:00.000,Arlington,70-79,188,74,33
28,2020-08-20T00:00:00.000,Arlington,80+,208,85,71
29,2020-08-20T00:00:00.000,Arlington,Missing,15,1,0
30,2020-08-20T00:00:00.000,Central Shenandoah,0-9,92,0,0
31,2020-08-20T00:00:00.000,Central Shenandoah,10-19,180,1,0
32,2020-08-20T00:00:00.000,Central Shenandoah,20-29,590,11,0
33,2020-08-20T00:00:00.000,Central Shenandoah,30-39,436,8,0
34,2020-08-20T00:00:00.000,Central Shenandoah,40-49,487,17,0
35,2020-08-20T00:00:00.000,Central Shenandoah,50-59,494,42,5
36,2020-08-20T00:00:00.000,Central Shenandoah,60-69,358,51,15
37,2020-08-20T00:00:00.000,Central Shenandoah,70-79,184,57,18
38,2020-08-20T00:00:00.000,Central Shenandoah,80+,161,43,22
39,2020-08-20T00:00:00.000,Central Shenandoah,Missing,2,0,0
40,2020-08-20T00:00:00.000,Central Virginia,0-9,50,0,0
41,2020-08-20T00:00:00.000,Central Virginia,10-19,197,2,0
42,2020-08-20T00:00:00.000,Central Virginia,20-29,443,3,0
43,2020-08-20T00:00:00.000,Central Virginia,30-39,246,9,0
44,2020-08-20T00:00:00.000,Central Virginia,40-49,250,3,0
45,2020-08-20T00:00:00.000,Central Virginia,50-59,293,8,4
46,2020-08-20T00:00:00.000,Central Virginia,60-69,190,19,2
47,2020-08-20T00:00:00.000,Central Virginia,70-79,119,15,5
48,2020-08-20T00:00:00.000,Central Virginia,80+,75,11,6
49,2020-08-20T00:00:00.000,Central Virginia,Missing,1,0,0
50,2020-08-20T00:00:00.000,Chesapeake,0-9,108,1,0
51,2020-08-20T00:00:00.000,Chesapeake,10-19,250,2,0
52,2020-08-20T00:00:00.000,Chesapeake,20-29,651,6,0
53,2020-08-20T00:00:00.000,Chesapeake,30-39,654,22,0
54,2020-08-20T00:00:00.000,Chesapeake,40-49,511,36,1
55,2020-08-20T00:00:00.000,Chesapeake,50-59,487,47,1
56,2020-08-20T00:00:00.000,Chesapeake,60-69,360,65,10
57,2020-08-20T00:00:00.000,Chesapeake,70-79,173,50,5
58,2020-08-20T00:00:00.000,Chesapeake,80+,147,43,24
59,2020-08-20T00:00:00.000,Chesapeake,Missing,43,2,0
60,2020-08-20T00:00:00.000,Chesterfield,0-9,202,2,0
61,2020-08-20T00:00:00.000,Chesterfield,10-19,502,2,0
62,2020-08-20T00:00:00.000,Chesterfield,20-29,938,12,0
63,2020-08-20T00:00:00.000,Chesterfield,30-39,1005,20,1
64,2020-08-20T00:00:00.000,Chesterfield,40-49,875,34,3
65,2020-08-20T00:00:00.000,Chesterfield,50-59,696,59,5
66,2020-08-20T00:00:00.000,Chesterfield,60-69,433,68,18
67,2020-08-20T00:00:00.000,Chesterfield,70-79,181,37,25
68,2020-08-20T00:00:00.000,Chesterfield,80+,173,39,50
69,2020-08-20T00:00:00.000,Chesterfield,Missing,126,1,0
70,2020-08-20T00:00:00.000,Chickahominy,0-9,29,0,0
71,2020-08-20T00:00:00.000,Chickahominy,10-19,88,0,0
72,2020-08-20T00:00:00.000,Chickahominy,20-29,171,3,0
73,2020-08-20T00:00:00.000,Chickahominy,30-39,148,3,0
74,2020-08-20T00:00:00.000,Chickahominy,40-49,141,14,1
75,2020-08-20T00:00:00.000,Chickahominy,50-59,200,25,1
76,2020-08-20T00:00:00.000,Chickahominy,60-69,119,26,8
77,2020-08-20T00:00:00.000,Chickahominy,70-79,91,25,7
78,2020-08-20T00:00:00.000,Chickahominy,80+,94,39,29
79,2020-08-20T00:00:00.000,Chickahominy,Missing,18,0,0
80,2020-08-20T00:00:00.000,Crater,0-9,55,2,0
81,2020-08-20T00:00:00.000,Crater,10-19,135,2,0
82,2020-08-20T00:00:00.000,Crater,20-29,457,9,0
83,2020-08-20T00:00:00.000,Crater,30-39,487,9,0
84,2020-08-20T00:00:00.000,Crater,40-49,396,24,1
85,2020-08-20T00:00:00.000,Crater,50-59,454,47,4
86,2020-08-20T00:00:00.000,Crater,60-69,356,59,19
87,2020-08-20T00:00:00.000,Crater,70-79,207,48,23
88,2020-08-20T00:00:00.000,Crater,80+,169,35,22
89,2020-08-20T00:00:00.000,Crater,Missing,29,0,0
90,2020-08-20T00:00:00.000,Cumberland Plateau,0-9,18,0,0
91,2020-08-20T00:00:00.000,Cumberland Plateau,10-19,58,1,0
92,2020-08-20T00:00:00.000,Cumberland Plateau,20-29,64,0,0
93,2020-08-20T00:00:00.000,Cumberland Plateau,30-39,57,2,0
94,2020-08-20T00:00:00.000,Cumberland Plateau,40-49,66,4,0
95,2020-08-20T00:00:00.000,Cumberland Plateau,50-59,74,7,0
96,2020-08-20T00:00:00.000,Cumberland Plateau,60-69,56,11,2
97,2020-08-20T00:00:00.000,Cumberland Plateau,70-79,33,4,0
98,2020-08-20T00:00:00.000,Cumberland Plateau,80+,28,8,4
99,2020-08-20T00:00:00.000,Cumberland Plateau,Missing,0,0,0
100,2020-08-20T00:00:00.000,Eastern Shore,0-9,26,3,0
101,2020-08-20T00:00:00.000,Eastern Shore,10-19,70,1,0
102,2020-08-20T00:00:00.000,Eastern Shore,20-29,211,6,0
103,2020-08-20T00:00:00.000,Eastern Shore,30-39,250,11,0
104,2020-08-20T00:00:00.000,Eastern Shore,40-49,263,13,2
105,2020-08-20T00:00:00.000,Eastern Shore,50-59,291,23,5
106,2020-08-20T00:00:00.000,Eastern Shore,60-69,199,31,8
107,2020-08-20T00:00:00.000,Eastern Shore,70-79,61,22,12
108,2020-08-20T00:00:00.000,Eastern Shore,80+,55,25,20
109,2020-08-20T00:00:00.000,Eastern Shore,Missing,6,0,0
110,2020-08-20T00:00:00.000,Fairfax,0-9,649,27,0
111,2020-08-20T00:00:00.000,Fairfax,10-19,1234,35,0
