,report_date,health_district,age_group,number_of_cases,number_of_hospitalizations,number_of_deaths
0,2020-08-11T00:00:00.000,Alexandria,0-9,166,2,0
1,2020-08-11T00:00:00.000,Alexandria,10-19,217,5,0
2,2020-08-11T00:00:00.000,Alexandria,20-29,536,11,1
3,2020-08-11T00:00:00.000,Alexandria,30-39,689,34,0
4,2020-08-11T00:00:00.000,Alexandria,40-49,553,45,0
5,2020-08-11T00:00:00.000,Alexandria,50-59,374,55,11
6,2020-08-11T00:00:00.000,Alexandria,60-69,238,56,3
7,2020-08-11T00:00:00.000,Alexandria,70-79,110,42,18
8,2020-08-11T00:00:00.000,Alexandria,80+,101,31,27
9,2020-08-11T00:00:00.000,Alexandria,Missing,11,0,0
10,2020-08-11T00:00:00.000,Alleghany,0-9,30,0,0
11,2020-08-11T00:00:00.000,Alleghany,10-19,120,0,0
12,2020-08-11T00:00:00.000,Alleghany,20-29,172,1,0
13,2020-08-11T00:00:00.000,Alleghany,30-39,134,3,0
14,2020-08-11T00:00:00.000,Alleghany,40-49,135,3,0
15,2020-08-11T00:00:00.000,Alleghany,50-59,144,10,1
16,2020-08-11T00:00:00.000,Alleghany,60-69,94,10,1
17,2020-08-11T00:00:00.000,Alleghany,70-79,89,10,10
18,2020-08-11T00:00:00.000,Alleghany,80+,48,12,6
19,2020-08-11T00:00:00.000,Alleghany,Missing,2,0,0
20,2020-08-11T00:00:00.000,Arlington,0-9,69,2,0
21,2020-08-11T00:00:00.000,Arlington,10-19,159,5,0
22,2020-08-11T00:00:00.000,Arlington,20-29,649,22,0
23,2020-08-11T00:00:00.000,Arlington,30-39,580,43,0
24,2020-08-11T00:00:00.000,Arlington,40-49,502,53,8
25,2020-08-11T00:00:00.000,Arlington,50-59,429,70,6
26,2020-08-11T00:00:00.000,Arlington,60-69,314,83,19
27,2020-08-11T00:00:00.000,Arlington,70-79,184,73,32
28,2020-08-11T00:00:00.000,Arlington,80+,205,85,70
29,2020-08-11T00:00:00.000,Arlington,Missing,14,1,0
30,2020-08-11T00:00:00.000,Central Shenandoah,0-9,85,0,0
31,2020-08-11T00:00:00.000,Central Shenandoah,10-19,167,1,0
32,2020-08-11T00:00:00.000,Central Shenandoah,20-29,559,11,0
33,2020-08-11T00:00:00.000,Central Shenandoah,30-39,416,8,0
34,2020-08-11T00:00:00.000,Central Shenandoah,40-49,454,16,0
35,2020-08-11T00:00:00.000,Central Shenandoah,50-59,468,39,5
36,2020-08-11T00:00:00.000,Central Shenandoah,60-69,336,51,15
37,2020-08-11T00:00:00.000,Central Shenandoah,70-79,176,52,17
38,2020-08-11T00:00:00.000,Central Shenandoah,80+,150,37,22
39,2020-08-11T00:00:00.000,Central Shenandoah,Missing,1,0,0
40,2020-08-11T00:00:00.000,Central Virginia,0-9,41,0,0
41,2020-08-11T00:00:00.000,Central Virginia,10-19,157,2,0
42,2020-08-11T00:00:00.000,Central Virginia,20-29,363,3,0
43,2020-08-11T00:00:00.000,Central Virginia,30-39,210,8,0
44,2020-08-11T00:00:00.000,Central Virginia,40-49,194,3,0
45,2020-08-11T00:00:00.000,Central Virginia,50-59,228,6,4
46,2020-08-11T00:00:00.000,Central Virginia,60-69,149,18,2
47,2020-08-11T00:00:00.000,Central Virginia,70-79,91,14,4
48,2020-08-11T00:00:00.000,Central Virginia,80+,66,10,6
49,2020-08-11T00:00:00.000,Central Virginia,Missing,1,0,0
50,2020-08-11T00:00:00.000,Chesapeake,0-9,91,1,0
51,2020-08-11T00:00:00.000,Chesapeake,10-19,222,2,0
52,2020-08-11T00:00:00.000,Chesapeake,20-29,589,5,0
53,2020-08-11T00:00:00.000,Chesapeake,30-39,565,19,0
54,2020-08-11T00:00:00.000,Chesapeake,40-49,449,33,1
55,2020-08-11T00:00:00.000,Chesapeake,50-59,417,43,1
56,2020-08-11T00:00:00.000,Chesapeake,60-69,301,49,8
57,2020-08-11T00:00:00.000,Chesapeake,70-79,151,46,5
58,2020-08-11T00:00:00.000,Chesapeake,80+,134,39,23
59,2020-08-11T00:00:00.000,Chesapeake,Missing,39,1,0
60,2020-08-11T00:00:00.000,Chesterfield,0-9,188,2,0
61,2020-08-11T00:00:00.000,Chesterfield,10-19,468,2,0
62,2020-08-11T00:00:00.000,Chesterfield,20-29,878,12,2
63,2020-08-11T00:00:00.000,Chesterfield,30-39,938,18,2
64,2020-08-11T00:00:00.000,Chesterfield,40-49,811,34,3
65,2020-08-11T00:00:00.000,Chesterfield,50-59,643,55,5
66,2020-08-11T00:00:00.000,Chesterfield,60-69,399,67,20
67,2020-08-11T00:00:00.000,Chesterfield,70-79,173,34,24
68,2020-08-11T00:00:00.000,Chesterfield,80+,171,38,49
69,2020-08-11T00:00:00.000,Chesterfield,Missing,119,1,0
70,2020-08-11T00:00:00.000,Chickahominy,0-9,23,0,0
71,2020-08-11T00:00:00.000,Chickahominy,10-19,80,0,0
72,2020-08-11T00:00:00.000,Chickahominy,20-29,159,3,0
73,2020-08-11T00:00:00.000,Chickahominy,30-39,134,3,0
74,2020-08-11T00:00:00.000,Chickahominy,40-49,132,14,1
75,2020-08-11T00:00:00.000,Chickahominy,50-59,175,25,1
76,2020-08-11T00:00:00.000,Chickahominy,60-69,111,26,8
77,2020-08-11T00:00:00.000,Chickahominy,70-79,82,24,7
78,2020-08-11T00:00:00.000,Chickahominy,80+,89,38,28
79,2020-08-11T00:00:00.000,Chickahominy,Missing,17,0,0
80,2020-08-11T00:00:00.000,Crater,0-9,52,2,0
81,2020-08-11T00:00:00.000,Crater,10-19,117,1,0
82,2020-08-11T00:00:00.000,Crater,20-29,399,9,0
83,2020-08-11T00:00:00.000,Crater,30-39,438,9,0
84,2020-08-11T00:00:00.000,Crater,40-49,361,22,1
85,2020-08-11T00:00:00.000,Crater,50-59,405,41,4
86,2020-08-11T00:00:00.000,Crater,60-69,330,58,19
87,2020-08-11T00:00:00.000,Crater,70-79,194,44,23
88,2020-08-11T00:00:00.000,Crater,80+,154,34,23
89,2020-08-11T00:00:00.000,Crater,Missing,25,0,0
90,2020-08-11T00:00:00.000,Cumberland Plateau,0-9,14,0,0
91,2020-08-11T00:00:00.000,Cumberland Plateau,10-19,48,1,0
92,2020-08-11T00:00:00.000,Cumberland Plateau,20-29,50,0,0
93,2020-08-11T00:00:00.000,Cumberland Plateau,30-39,49,2,0
94,2020-08-11T00:00:00.000,Cumberland Plateau,40-49,51,3,0
95,2020-08-11T00:00:00.000,Cumberland Plateau,50-59,68,6,0
96,2020-08-11T00:00:00.000,Cumberland Plateau,60-69,49,9,2
97,2020-08-11T00:00:00.000,Cumberland Plateau,70-79,29,2,0
98,2020-08-11T00:00:00.000,Cumberland Plateau,80+,22,5,2
99,2020-08-11T00:00:00.000,Cumberland Plateau,Missing,0,0,0
100,2020-08-11T00:00:00.000,Eastern Shore,0-9,25,2,0
101,2020-08-11T00:00:00.000,Eastern Shore,10-19,68,1,0
