,report_date,case_status,number_of_cases,number_of_hospitalizations,number_of_deaths
0,2020-08-25T00:00:00.000,Confirmed,109679,9199,2370
1,2020-08-25T00:00:00.000,Probable,4956,60,124
2,2020-08-24T00:00:00.000,Confirmed,108767,9148,2352
3,2020-08-24T00:00:00.000,Probable,4863,59,119
4,2020-08-23T00:00:00.000,Confirmed,108112,9117,2348
5,2020-08-23T00:00:00.000,Probable,4854,59,119
6,2020-08-22T00:00:00.000,Confirmed,107268,9081,2324
7,2020-08-22T00:00:00.000,Probable,4804,58,119
8,2020-08-21T00:00:00.000,Confirmed,106177,9014,2319
9,2020-08-21T00:00:00.000,Probable,4683,57,117
10,2020-08-20T00:00:00.000,Confirmed,105289,8940,2310
11,2020-08-20T00:00:00.000,Probable,4593,58,117
12,2020-08-19T00:00:00.000,Confirmed,104475,8868,2293
13,2020-08-19T00:00:00.000,Probable,4544,57,117
14,2020-08-18T00:00:00.000,Confirmed,103809,8793,2278
15,2020-08-18T00:00:00.000,Probable,4473,56,118
16,2020-08-17T00:00:00.000,Confirmed,103016,8713,2268
17,2020-08-17T00:00:00.000,Probable,4405,54,117
18,2020-08-16T00:00:00.000,Confirmed,102299,8682,2266
19,2020-08-16T00:00:00.000,Probable,4388,55,115
20,2020-08-15T00:00:00.000,Confirmed,101448,8648,2265
21,2020-08-15T00:00:00.000,Probable,4302,53,116
22,2020-08-14T00:00:00.000,Confirmed,100603,8597,2255
23,2020-08-14T00:00:00.000,Probable,4235,53,115
24,2020-08-13T00:00:00.000,Confirmed,99428,8540,2248
25,2020-08-13T00:00:00.000,Probable,4194,52,115
26,2020-08-12T00:00:00.000,Confirmed,98374,8480,2238
27,2020-08-12T00:00:00.000,Probable,4147,52,114
28,2020-08-11T00:00:00.000,Confirmed,97712,8407,2232
29,2020-08-11T00:00:00.000,Probable,4033,51,112
30,2020-08-10T00:00:00.000,Confirmed,96807,8341,2215
31,2020-08-10T00:00:00.000,Probable,3942,50,112
32,2020-08-09T00:00:00.000,Confirmed,96167,8319,2214
33,2020-08-09T00:00:00.000,Probable,3919,50,112
